fips,pop
21065,14106
21077,8869
22099,53431
22115,47429
19121,16338
2110,31974
2290,5230
2068,2097
2122,58708
2198,6203
2158,8314
4007,54018
4003,125922
4001,71887
4025,235099
4017,110924
5021,14551
5039,7009
5121,17958
5009,37432
5079,13024
5053,18265
5045,126007
5089,16694
5129,7881
5033,63257
5059,33771
5087,16576
19111,33657
19137,9917
19123,22095
19041,16016
19053,7870
19185,6441
19113,226706
19141,13753
20193,7777
20025,1994
20167,6856
20023,2657
20079,34429
20093,3838
20185,4156
20071,1232
20051,28553
20125,31829
20153,2530
20145,6414
20061,31670
20049,2530
20099,19618
20175,21428
20091,602401
20179,2521
20199,1518
5107,17782
5133,17007
5019,22320
5095,6701
5103,23382
5001,17486
5015,28380
5119,391911
6033,64386
26091,98451
26105,29144
26117,63888
26113,15118
26147,159128
26159,75677
26011,14883
26015,61550
26071,11066
26143,24019
26153,8094
26023,43517
26055,93088
26097,10799
26009,23324
26061,35684
32031,471519
32510,55916
33013,151391
33001,61303
33017,130633
34025,618795
34037,140488
34013,798975
34015,291636
34031,501826
34003,932202
34041,105267
51021,6280
51023,33419
51520,16762
51830,14954
51035,29791
51191,53740
51139,23902
51510,159428
51650,134510
51013,236842
51027,21004
51179,152882
51760,230436
51057,10953
51185,40595
51685,17478
51183,11159
51683,41085
51775,25301
51037,11880
51081,11336
53067,290536
53013,3985
48407,28859
48459,41753
48473,55246
48493,51070
48219,23021
48329,176832
48299,21795
48147,35514
48041,229211
48165,21492
48179,21886
48237,8935
48035,18685
48029,2003554
48023,3509
48121,887207
48167,342139
48393,854
48463,26741
17001,65435
17027,37562
17037,104897
17047,6395
17079,9610
17081,37684
17183,75758
17197,690743
17199,66597
17023,15441
17041,19465
17049,34008
17057,34340
17061,12969
17065,8116
17069,3821
17073,48913
17087,12417
17095,49699
17097,696535
17105,35648
17171,4951
17179,131803
17187,16844
18069,36520
19197,12562
5077,8857
5041,11361
5049,12477
19029,12836
19035,11235
19047,16820
19057,38967
19065,19650
19085,14049
19109,14813
19129,15109
19133,8615
19139,42664
19143,5958
19153,490161
19187,35904
19169,97117
19193,103107
19013,131228
19075,12232
19097,19439
19105,20681
19131,10586
19181,51466
19161,9721
19149,25177
19019,21175
19045,46429
19055,17011
19101,18295
19005,13687
19163,172943
19049,93453
20181,5917
20187,2006
20119,4033
20127,5620
20151,9164
20163,4920
20003,7858
20053,6102
20077,5436
20057,33619
20111,33195
20117,9707
20001,12369
20033,1700
20035,34908
20063,2636
20059,25544
20083,1794
20089,2879
20159,9537
20113,28542
20139,15949
20031,8179
20037,38818
20073,5982
20107,9703
20173,516042
6105,12285
6065,2470546
6071,2180085
6041,258826
6093,43539
6089,180080
6015,27812
6011,21547
6007,219186
20189,5485
20183,3583
20067,7150
20085,13171
20095,7152
20109,2794
20131,10231
20149,24383
20209,165429
20021,19939
20015,66911
20027,8002
20105,2962
20169,54224
20191,22836
20195,2803
20197,6931
20205,8525
20207,3138
20123,5979
20141,3421
20011,14534
20055,36467
20097,2475
20103,81758
20201,5406
20019,3250
20129,2587
20155,61998
20009,25779
20043,7600
20081,3968
20101,1535
20171,4823
20115,11884
20013,9564
20143,5704
20161,74232
20039,2827
20041,18466
21079,17666
21089,35098
21037,93584
21063,7517
21081,25069
21123,14398
21141,27102
21167,21933
21191,14590
21207,17923
21229,12095
6049,8841
6027,18039
6083,446499
6025,181215
6001,1671329
6017,192843
6075,881549
6107,466195
6057,99755
6045,86749
6037,10039107
6085,1927852
6061,398329
6095,447643
6021,28393
20135,2750
20005,16073
20075,2539
20177,176875
20203,2119
20137,5361
20029,8786
20047,2798
20165,3036
20133,16007
20147,5234
20007,4427
20087,19043
21069,14581
21043,26797
21111,766757
21161,17070
21201,2108
21215,19351
21007,7888
21087,10941
21159,11195
21137,24549
21183,23994
21233,12942
21045,16159
8063,7097
8051,17462
8091,4952
8123,324492
8023,3887
8035,351154
8067,56221
8105,11267
8025,6061
8111,728
8075,22409
8119,25388
8071,14506
8107,25638
8003,16233
8043,47839
8087,29068
8109,6824
48221,61643
34005,445349
35029,23709
35055,32723
35007,11941
35021,625
35037,8253
28103,10417
28137,28321
28107,34192
28161,12108
28029,28065
28049,231840
28145,28815
28139,22015
28035,74897
28071,54019
28087,58595
28157,8630
28065,11128
28123,28124
28163,29690
28011,30628
28113,39288
28131,18336
28069,9742
28133,25110
28001,30693
28033,184945
42045,566747
37067,382295
37017,32722
37031,69473
37015,18947
37117,22440
51161,94186
48037,93245
48263,762
48425,9128
48199,57602
48289,17404
48351,13595
48389,15976
48453,1273954
48087,2920
48143,42698
48345,1200
48083,8175
48325,51584
48213,82737
48277,49859
48267,4337
48477,35882
48429,9366
48003,18705
48177,20837
48305,5951
48505,14179
13017,16700
13033,22383
13047,67580
13053,10907
13055,24789
13073,156714
13087,26404
13115,98498
13117,244252
13137,45328
13147,26205
13185,117406
13191,14378
13199,21167
13207,27578
13237,22119
13261,29524
13265,1537
13301,5254
13007,3038
13029,39627
13043,10803
13039,54666
13079,12404
13099,10190
13069,43273
13067,760141
13123,31369
13297,94593
13317,9777
13091,20605
13105,19194
13057,258773
13165,8676
13177,29992
13227,32591
13071,45600
13075,17270
13063,292256
13121,1063937
15001,201513
15003,974563
15007,72293
18091,109888
18181,24102
18073,33562
18101,10255
18145,44729
18137,28324
18153,20669
18159,15148
18167,107038
18173,62998
18033,43475
18005,83779
18139,16581
18049,19974
18089,485493
18113,47744
18001,35777
18041,23102
18063,170311
18037,42736
18053,65769
18059,78168
18067,82544
18115,5875
18121,16937
18183,33964
18007,8748
18023,32399
18133,37576
18175,28036
18029,49458
18065,47972
18093,45370
18095,129569
18125,12389
18129,25427
18151,34594
18165,15498
20121,34237
20157,4636
20065,2482
20045,122259
20069,5988
20017,2648
21091,8722
21011,12500
21009,44249
21021,30060
21095,26010
21093,110958
21149,9207
21171,10650
21197,12359
21225,14381
21033,12747
21035,39001
8053,820
8049,15734
26093,191995
26069,25127
26085,11853
26101,24558
26119,9328
26141,12592
26051,25449
26077,265066
26107,43453
26103,66699
26123,48980
26133,23460
26137,24668
26025,134159
26031,25276
26095,6229
26081,656955
26099,873972
26145,190539
26013,8209
26017,103126
26045,110268
26041,35784
26047,33415
27071,12229
27097,33386
27131,66972
27147,36649
27125,4055
27001,15886
27043,13653
27101,8194
27067,43199
27075,10641
27133,9315
27143,14865
27155,3259
27005,34423
27053,1265843
27015,25008
27023,11800
27029,8818
27057,21491
27059,40596
48269,272
48073,52646
48119,5331
48253,20083
48249,40482
48111,7287
48157,811688
48235,1536
48489,21358
48115,12728
48051,18443
72085,37007
72145,50023
72059,17623
72121,21712
72067,15518
72141,27395
72054,11317
72099,34891
72123,27128
47077,28117
47089,54495
47153,15026
47017,27767
47037,694144
47135,8076
47121,12422
47075,17304
47125,208993
47061,13427
47029,36004
47041,20490
47101,12268
47131,30069
47167,61599
47045,37159
47065,367804
16071,4531
16031,24030
16063,5366
16003,4294
16041,13876
16053,24412
16055,165697
16067,21039
16073,11823
16013,23021
16021,12245
16023,2597
16047,15179
16001,481587
16007,6125
16019,119062
16025,1106
16035,8756
16051,29871
16059,8027
37113,35858
37111,45756
37069,69685
37103,9419
37019,142820
37175,34385
37013,46994
37047,55508
37109,86111
37123,27173
37135,148476
37153,44829
37163,63531
37171,71783
37011,17557
37021,261191
37025,216453
37033,22604
37059,42846
37057,167609
37061,58741
37063,321488
37091,23677
37105,61779
37129,234473
37141,63060
37191,123131
37165,34823
37189,56177
37083,50010
37001,169509
37177,4016
38089,31489
38103,3834
38013,2115
38061,10545
38105,37589
38007,928
38043,2480
38019,3762
38037,2274
38049,5745
38091,1890
38005,6832
38045,4046
38059,31364
38025,4424
38051,2497
38063,2879
38079,14176
38099,10641
38009,6282
38003,10415
38035,69451
38053,15024
38055,9450
38069,3975
36019,80485
36099,34016
36079,98320
36043,61319
36069,109777
36101,95379
36041,4416
36013,126903
36047,2559903
36107,48203
36073,40352
36091,229863
36021,59461
36049,26296
36119,967506
36025,44135
36057,49221
36085,476143
36089,107740
36109,102180
36113,63944
36023,47581
36027,294218
36055,741770
36065,228671
36111,177573
36015,83456
36051,62914
36077,59493
36039,47188
36001,305506
36003,46091
36009,76117
36053,70941
36093,155299
36037,57280
36123,24913
37079,21069
37121,14964
37041,13943
48241,35529
48245,251565
48271,3667
48359,2112
48279,12893
48295,3233
48307,7984
48319,4274
48125,2211
48287,17239
48439,2102515
48001,57735
48139,184826
48239,14760
48265,52600
48331,24823
48093,13635
48145,17297
48047,7093
48273,30680
48097,41257
48107,5737
48151,3830
48131,11157
48031,11931
72095,10321
72113,131881
72135,72025
72137,74271
72147,8386
72151,32282
72003,36694
72025,124606
72041,38307
72043,38336
72051,36141
72089,17665
72019,27725
72107,20220
72129,35989
72037,10904
72039,15808
72071,40423
72073,13891
72081,24276
72127,318441
72143,36061
72093,5430
56001,38880
56007,14800
56015,13211
56041,20226
56043,7805
56017,4413
56013,39261
56035,9831
56045,6927
72009,22108
72077,38155
72079,22010
72001,17363
72027,30504
72103,25761
72105,27349
72013,81966
72015,17238
72115,22918
72057,39465
72049,1714
72063,47093
72017,23727
72153,33575
72005,50265
72023,47515
72109,16211
72149,21372
72031,146984
72035,42409
72069,50653
72101,30335
72139,63674
72091,37287
72111,19249
72117,13656
72125,30227
72131,35528
72021,169269
72029,44674
72045,18648
72075,44679
72083,7927
72047,32293
42055,155027
42119,44923
38047,1850
38075,2327
38011,3024
38015,95626
38065,1959
38093,20704
38071,11519
38031,3210
38039,2231
38083,1315
38087,750
39159,58988
39131,27772
39125,18672
39061,817473
39049,1316756
39101,65093
39157,91987
39169,115710
39015,43432
39017,383134
40123,38284
40129,3583
40153,20211
40021,48657
40041,43009
40045,3859
40051,55834
40119,81784
40125,72592
40037,71522
40141,7250
40149,10916
40033,5666
40075,8708
40079,49853
40089,32832
40093,7629
40097,41100
40109,797434
40039,29003
40085,10253
40009,21859
40023,14672
40065,24530
40081,34877
40117,16376
40133,24258
40025,2137
40011,9429
40029,5495
40053,4333
40073,15765
40087,40474
40095,16931
40103,11131
40105,10076
40131,92459
40135,41569
48015,30032
48261,404
48089,21493
48409,66730
48381,137713
48411,6055
48413,2793
48507,11840
48057,21290
48155,1155
48175,7658
48193,8461
48335,8545
48449,32750
48285,20154
48445,12337
48497,69984
48321,36643
48371,15823
48397,104915
48441,138034
48447,1501
48471,72971
48499,45539
48007,23510
48079,2853
48081,3387
48099,75951
48211,3819
48341,20940
48375,117415
48405,8237
48417,3265
48427,64633
48461,3657
48049,37864
48191,2964
48159,10725
48163,20306
48281,21428
50019,27037
50013,7235
50007,163774
50015,25362
50011,49402
50005,29993
50025,42222
50003,35470
50001,36777
50009,6163
50023,58409
49027,13188
49045,72259
49053,177556
49025,7886
49043,42145
49019,9754
49031,1479
49033,2483
49051,34091
42127,51361
42009,47888
42089,170271
42061,45144
42125,206865
42101,1584064
42133,449058
42063,84073
42041,253370
42003,1216045
42129,348899
42053,7247
42013,121829
42073,85512
42015,60323
42021,130192
42029,524989
42011,421164
42087,46138
29129,3617
29229,18289
29047,249948
29065,15573
29195,22761
29227,2013
29079,9850
29141,20627
29179,6270
29189,994205
29209,31952
29009,35789
29019,180463
29051,76745
29055,23920
29093,10125
29117,15227
29135,16132
29155,15805
29159,42339
29203,8166
29175,24748
29069,29131
29071,103967
29089,10001
29095,703011
29131,25619
29171,4696
29213,55928
29021,87364
29025,9020
29037,105780
29049,20387
29059,16878
29085,9544
29113,59013
29137,8644
29145,58236
29163,18302
29183,402022
40107,11993
40003,5702
40151,8793
40027,284014
40005,13758
41061,26835
41047,347818
41019,110980
41031,24658
41053,86085
41017,197692
41043,129749
41071,107100
41001,16124
41035,68238
41041,49962
41003,93053
41013,24404
41055,1780
41025,7393
41045,30571
41063,7208
41069,1332
41049,11603
41011,64487
45009,14066
45013,192122
45017,14553
45033,30479
45081,20473
45079,415759
45039,22347
45049,19222
45045,523542
45057,98012
45035,162809
45041,138293
45059,67493
45065,9463
45077,126884
45087,27316
45089,30368
46003,2751
46051,7052
46123,5441
46137,2756
46115,6376
46009,6901
46011,35077
46047,6713
46057,6164
46071,3344
46033,8972
46069,1301
46049,2299
46067,7291
46129,5435
46017,1962
49003,56046
49021,54839
49039,30939
49041,21620
49057,260213
49037,15308
49035,1160437
49009,950
49055,2711
49007,20463
49029,12124
49005,128289
49023,12017
51095,76523
51167,26586
51173,30104
51540,47266
51031,54885
51087,330818
51099,26836
51103,10603
51105,23423
51115,8834
51119,10582
51149,38353
51159,9023
51169,21566
51177,136215
51011,15911
51067,56042
51097,7025
51121,98535
51127,23091
51049,9932
51051,14318
51083,33911
51107,413538
51153,470335
51175,17631
49001,6710
51091,2190
51033,30725
51073,37348
51141,17608
51145,29652
51171,43616
51061,71222
51790,24932
53003,22582
53001,19983
53023,2225
53045,66768
53057,129205
53065,45723
53063,522798
53043,10939
53007,77200
53031,32221
53035,271473
29035,5982
29057,7561
29115,11920
29091,40117
29101,54062
29105,35723
29125,8697
29161,44573
29165,104418
29187,67215
29510,300576
29003,17712
29023,42478
29033,8679
29061,8278
29087,4403
29127,28530
29151,13615
29181,13288
29219,35649
29221,24730
29043,88595
29063,12547
29081,8352
29107,32708
29001,25343
29199,4902
29211,6089
29045,6797
29097,121328
29111,9776
29119,22837
29157,19136
29167,32149
29177,23018
30041,16484
30015,5635
30053,19980
30067,16606
30103,696
30005,6681
30097,3737
30099,6147
30079,1077
30035,13753
30025,2846
30037,821
30093,34915
30095,9642
30043,12221
30039,3379
30107,2126
30057,8600
29031,78871
29205,5930
29225,39592
29005,5143
29013,16172
29015,19443
46109,10394
46043,2921
46063,1298
46089,2379
46119,1391
46083,61128
46079,12797
46081,25844
46029,28009
46019,10429
46031,4086
46045,3829
46021,1376
46007,3365
46055,1899
46075,903
46093,28332
46125,8384
46013,38839
46061,3453
46087,5586
46095,2061
46101,6576
46103,113775
46127,15932
46097,2216
47031,56520
47047,41133
47067,6620
47073,56786
47091,17788
47103,34366
47111,24602
47127,6488
47147,71813
47051,42208
47009,133088
47021,40667
47019,56391
47057,23320
47055,29464
47097,25633
47099,44142
47113,97984
47115,28907
46037,5424
47133,22241
47137,5048
47181,16673
47187,238412
47003,49713
47059,69069
47035,60520
47175,5872
47025,31959
47081,25178
47085,18582
47141,80245
53033,2252782
53049,22471
53051,13724
53055,17582
53059,12083
53075,50104
53077,250873
53009,77331
53015,110593
53019,7627
54027,23175
54009,21939
54017,8448
54031,13776
54049,56072
54059,23424
54029,28810
54051,30531
54067,24496
54093,6839
54095,8591
54087,13688
54091,16695
54107,83518
54021,7823
54053,26516
54063,13275
54073,7460
54011,91945
54037,57146
53041,80707
53017,43429
53029,85141
53053,904980
53021,95222
53071,60760
53073,229247
54023,11568
54045,32019
54071,6969
54033,67256
54069,41411
54013,7109
54065,17884
54081,73361
54079,56450
54001,16441
54047,17624
54099,39402
54035,28576
54055,58758
54097,24176
54101,8114
54003,119171
54019,42406
55051,5687
55019,34774
30091,3309
30011,1252
30003,13319
30047,30458
30049,69432
30073,5911
30111,161300
30063,119600
30081,43806
30105,7396
30013,81366
30027,11050
30033,1258
30061,4397
30069,487
30077,6890
30089,12113
30109,969
30031,114434
30059,1862
30009,10725
30001,9453
30029,103806
30065,4633
31083,3380
31185,13679
31019,49659
31037,10709
31087,2762
31141,33470
31143,5213
31013,10783
31017,2955
31161,5246
31109,319090
31129,4148
31007,745
31063,2627
31055,571327
31147,7865
31089,10067
31065,4676
31151,14224
31173,7224
31177,20729
31031,5689
31053,36565
31069,1837
31123,4642
31127,6972
31171,722
31043,20026
31003,6298
31029,3924
31035,6203
31041,10777
31061,2979
31081,9324
31095,7046
47039,11663
47155,98250
47161,13715
47023,17297
47087,11786
47109,25694
47145,53382
47011,108110
47063,64934
47173,19972
47071,25652
47043,53948
47129,21403
47123,46545
47079,32345
47033,14230
47095,7016
47093,470313
47107,53794
47117,34375
47143,33167
47151,22068
47001,76978
47049,18523
47053,49133
47069,25050
47105,54068
47149,332285
47159,20157
47189,144657
47171,17883
41015,22925
41021,1912
41027,23382
41037,7869
41051,812855
42103,55809
42109,40372
42115,40328
42039,84629
42049,269728
42057,14530
42067,24763
42107,141359
42131,26794
42001,103009
42005,64735
42035,38632
42025,64182
42027,162385
42097,90843
42095,305285
42121,50668
42007,163929
42069,209674
42083,40625
42051,129274
42091,830915
55109,90687
55083,37930
55069,27593
55135,50990
55005,45244
55113,16558
55047,18913
55099,13351
55077,15574
55075,40350
55079,945726
55101,196311
55139,171907
55041,9004
55045,36960
55107,14178
55115,40899
55067,19189
55087,187885
55123,30822
55021,57532
55061,20434
55009,264542
55035,104646
55085,35595
55095,43783
55129,15720
55133,404198
55127,103868
55023,16131
55057,26687
55111,64442
55131,136034
55017,64658
55025,546695
55031,43150
55053,20643
55049,23678
55089,89221
55097,70772
55105,163354
55119,20343
55001,20220
55007,15036
55081,46253
55141,72999
55003,15562
55037,4295
55055,84769
56005,46341
56023,19830
56025,79858
56009,13822
56027,2356
56037,42343
51065,27270
51007,13145
51750,18249
51840,28078
31101,8034
31115,664
31135,2891
31155,21578
31157,35618
31103,806
31105,3632
31111,34914
31139,7148
31165,1166
31021,6459
31025,26248
31039,8846
31051,5636
31057,1693
31075,623
31077,2356
31079,61353
31085,922
31131,16012
31145,10724
31027,8402
31045,8589
31097,5071
31033,8910
31047,23595
31071,1969
31117,494
31125,3519
31167,5920
31175,4158
32001,24909
32005,48905
32027,6725
32011,2029
32013,16831
32033,9580
32007,52778
32023,46523
32029,4123
32003,2266715
32019,57510
33005,76085
33009,89886
33015,309769
33019,43146
33011,417025
33007,31563
33003,48910
34021,367430
34011,149527
34035,328934
34029,607186
34001,263670
34023,825062
34033,62385
34009,92039
34007,506471
34039,556341
42093,18230
42033,79255
42075,141793
42081,113299
42123,39191
42019,187853
42047,29910
42071,545724
42085,109424
42105,16526
42117,40591
44005,82082
44007,638931
44001,48479
45003,170872
45005,8688
45037,27260
45023,32244
45029,37677
45067,30657
45063,298750
45073,79546
45015,227907
45019,411406
45043,62680
45069,26118
45007,202558
45025,45650
45047,70811
45051,354081
45055,66551
45075,86175
45083,319785
39067,15040
39083,62322
39089,176862
39139,121154
39163,13085
39019,26914
39063,75783
39025,206428
39045,157574
39039,38087
39071,43161
39069,27006
39081,65325
39133,162466
39137,33861
39013,67006
39027,41968
39047,28525
39127,36134
39129,58457
39097,44731
39119,86215
39143,58518
39161,28275
39167,59911
51001,32316
51045,5131
51063,15749
51071,16720
51077,15550
51135,15232
51157,7370
51036,6963
51047,52605
51053,28544
51079,19819
51085,107766
51111,12196
51137,37051
51595,5346
51197,28684
51550,244835
51660,53016
51003,109330
51019,78997
51029,17148
51195,37383
51580,5538
51740,94398
51810,449974
51005,14860
51640,6347
51193,18015
51133,12095
51155,34027
51187,40164
51590,40044
51630,29036
51009,31605
51017,4147
51670,22529
51700,179225
51069,89313
51680,82168
51199,68280
51690,12554
51125,14930
51143,60354
51530,6478
51610,14617
51730,31346
51735,12271
51600,24019
51820,22630
51770,99143
51800,92108
51710,242742
51041,352802
51059,1147532
53047,42243
53037,47935
53005,204390
53011,488241
47177,41277