"GEOID","white","black","ai_an","asian","nh_opi","other"
"48469",87.4,6,0.2,1.2,0.1,7.5
"48471",73,23.2,0.4,1.3,0,3.4
"48473",58.1,24.9,0.9,1,0,16.6
"48475",86.2,4,1.5,1,0,8.8
"48477",78.4,16.5,0.3,1.7,0.1,4.9
"48479",95.9,0.4,0.2,0.5,0,3.4
"48481",80.6,14.3,0.1,0.3,0,5.7
"48483",87.6,3.2,0.3,0.1,0,12.7
"48485",79,10.4,1,2.4,0.1,10.6
"48487",78.1,10.1,1.5,0.9,0,11.6
"48489",97.2,0.6,0.7,0,0,1.8
"48491",79.7,6.4,0.3,6.8,0.1,10.9
"48493",92.6,1.4,0.4,0.4,0.1,8.5
"48495",87.8,5,1.4,0,0,9.2
"48497",93.5,1.4,0.5,0.5,0.2,6.2
"48499",89.3,5,0.9,0.6,0.1,5.6
"48501",96.3,0.4,0.2,0,0,4.6
"48503",95.7,2.1,0.7,0.3,0,1.6
"48505",93.7,0,0,0.8,0,5.9
"48507",95.3,0.3,0,0.1,0,5
"49001",93.6,0,1,0.3,0,7.7
"49003",93.1,0.7,1.2,0.8,0.1,5.6
"49005",90.8,0.8,0.5,2.1,0.4,8.1
"49007",95.3,0.4,0.5,0,0.1,5
"49009",97.7,0.2,0.3,0,0,1.8
"49011",90.2,1.3,0.5,1.8,0.7,8.9
"49013",89.7,0.4,3.8,0.5,0.3,7.4
"49015",97.3,0,0.7,0.7,0.3,2
"49017",93,0.2,4.5,0.1,0.1,2.5
"49019",92.7,0.3,3.5,1.6,0.6,2.6
"49021",91.8,0.5,2,0.9,0.1,7.1
"49023",93.8,0.2,1.2,0.1,0.1,6.9
"49025",93.2,0.2,1.6,0.6,0.1,6.8
"49027",89.9,0.2,1.1,1.2,0.1,8.9
"49029",96.5,0.8,0.1,0.6,0.3,2.9
"49031",97.7,0.2,0.2,0,0,2.4
"49033",94,0,0,0,0,6
"49035",79.1,1.9,0.8,4.1,1.4,16.1
"49037",48.5,0.2,47.6,0.5,0.3,5.5
"49039",88.5,0.7,1.1,1,0.5,9.6
"49041",94.7,0.6,1.9,0,0.1,3.3
"49043",93,0.8,0.2,1.8,0,6.4
"49045",89.8,0.5,0.6,0.8,0.6,11.1
"49047",87.8,0.4,7.4,0.5,0.1,6.6
"49049",91.6,0.6,0.5,1.5,0.9,8
"49051",94.4,0.3,0.3,1.4,0,5.8
"49053",90.5,0.7,1.6,0.8,0.8,7.7
"49055",95.8,0.2,0.2,0.3,1.6,3.1
"49057",89.2,1.1,0.7,1.2,0.3,11.2
"50001",93.9,1.5,0.4,1.8,0,4.3
"50003",95.7,0.7,0.2,1,0.3,3.8
"50005",95.8,1,0.3,0.5,0,4.4
"50007",90.2,2.7,0.2,4,0.1,4.9
"50009",96.5,1,0.3,0.5,0,3.1
"50011",94.7,0.5,0.9,0.6,0,6.2
"50013",94.4,0.8,0.6,0.5,0,7.3
"50015",95.4,1.2,0.8,0.8,0,3.5
"50017",96.6,0.7,0.4,0.2,0.1,3.8
"50019",96.4,0.6,0.4,0.3,0,4.3
"50021",96.6,0.9,0.2,1.1,0,2.3
"50023",95.9,0.9,0.3,0.8,0.1,4
"50025",94.7,1.2,0.3,1,0,5.3
"50027",95.6,0.7,0.2,0.9,0.1,4.4
"51001",68.2,28.6,0.5,0.8,0,2.9
"51003",81.8,9.5,0.3,5.2,0,5.6
"51005",92.4,5.8,0,0.1,0,2.8
"51007",75.8,21.2,0.2,0,0,5.6
"51009",76.7,18,0.7,0.5,0.1,7.3
"51011",78.1,19.8,0,0.1,0,3.9
"51013",71.5,9.1,0.4,10.3,0.1,12.4
"51015",92.6,4.3,0.3,0.6,0.1,3.9
"51017",91.3,3,0.1,0.3,0,9.5
"51019",89.4,6.9,0.1,1.2,0,4.6
"51021",95,3.8,0,0.2,0,2.1
"51023",94.2,3,0.1,0.7,0,3.9
"51025",42,54.5,0,0.5,0,5.3
"51027",94.9,2.7,0.2,1,0,1.7
"51029",61.6,34.5,0.7,0.2,0,4.6
"51031",81.5,14,0.2,0.9,0,6.2
"51033",65.2,27,0.3,0.9,0,10.3
"51035",97.4,0.7,0.3,0.1,0,3.2
"51036",43.7,45.4,6.6,1,0,6.4
"51037",69.9,28,0,0.4,0,3.1
"51041",67.2,23.1,0.3,3.5,0.1,9
"51043",89.8,5.4,0,0.7,0,6.8
"51045",98.6,0.1,0,0,0,2.4
"51047",75.7,14.5,0.4,1.7,0.1,11
"51049",63.5,30.1,0.1,1.2,0,9.5
"51051",98.1,0.6,0.1,0.1,0,2.3
"51053",64.6,31.8,0,0.9,0.1,4.2
"51057",55.6,39.3,0,0.6,0,6.2
"51059",61.2,9.8,0.2,19.2,0.1,14.3
"51061",86.6,7.4,0.4,1.7,0,7.1
"51063",95.3,1.5,0.6,0.2,0,4
"51065",80.3,14.2,0.2,1.2,0.1,7.2
"51067",89.1,7.5,0.3,0.5,0,4.6
"51069",90.7,3.9,0.3,1.4,0.1,6.4
"51071",96.6,2.2,0,0.1,0.2,1.8
"51073",87.9,9,0,0.8,0,4.5
"51075",80.3,16,0,1.3,0,4.4
"51077",92.5,5.7,0.2,0.3,0,2.3
"51079",86.7,5.4,0.2,1.7,0,9.9
"51081",37.7,59.4,0.1,0.1,0,5.2
"51083",61.2,34.6,0.3,0.8,0,5.9
"51085",85.8,9.4,0.3,1.6,0.1,5.1
"51087",56.3,29.7,0.2,8.3,0,8.9
"51089",72.6,22.7,0.1,0.6,0,5.8
"51091",99.3,0,0.1,0,0,1
"51093",72.1,22.5,0.4,1,0.1,6.8
"51095",80.4,13.1,0.1,2.5,0,7.1
"51097",67.5,26.5,0,0,0,11
"51099",78.2,16.3,0.2,1.3,0,7.6
"51101",79,16.4,0.8,1.2,0,5.1
"51103",68.1,30.8,0,0.8,0,0.4
"51105",93.6,4.1,0.3,0.3,0,3
"51107",65,7.6,0.3,18.6,0.1,13.8
"51109",79.7,14.9,0.2,0.6,0,8.2
"51111",63.2,31.2,0,2.8,0,5.5
"51113",85.5,8.3,0,0.8,0,9.1
"51115",87.8,8.8,0.4,0.6,0,4.6
"51117",62.5,35.4,0.6,0.1,0,2.5
"51119",78.3,13.9,0.5,0.1,0.3,10.9
"51121",85.6,4.5,0.4,6.6,0,4.5
"51125",84.5,13,0,0.2,0,3.4
"51127",81.4,12,0.8,1.1,0,8.6
"51131",62,33.3,0,1,0,6.6
"51133",70.6,27.3,0.2,0.1,0,3.6
"51135",57.1,40.7,0.1,0.3,0.2,2.2
"51137",81.5,12.8,0.3,0.9,0,7.7
"51139",95.3,1.4,0.1,0.4,0,4.9
"51141",92.1,5.9,0.2,0.4,0,1.8
"51143",75.4,20.1,0.1,0.4,0,7
"51145",87.2,10,0.1,0.3,0.2,4
"51147",64.3,30.9,0.3,0.8,0,6.2
"51149",58.9,32.7,0.6,1.5,0.4,10.2
"51153",56.6,21,0.4,8.4,0.1,19.1
"51155",92.1,4.3,0,0.7,0.1,4.9
"51157",90.3,4.5,1.2,0.5,0,5.7
"51159",64.4,26.7,0.2,0.3,0,13.8
"51161",88,5.9,0.2,3.1,0,4.8
"51163",93.3,3.3,0.4,0.7,0,4.3
"51165",93,3,0.3,0.7,0.1,4.9
"51167",97.7,1,0.2,0,0,2.1
"51169",97.9,0.6,0.4,0.3,0,1.5
"51171",93.4,1.9,0.1,1,0,6.2
"51173",95.6,2.2,0.4,0.7,0.1,1.6
"51175",62.4,32.1,0.6,0.2,0,8.9
"51177",72.1,16.1,0.4,2.4,0.1,13.4
"51179",67.3,17.7,0.3,3.3,0.1,16.8
"51181",53,44.4,0,0.2,0,4.8
"51183",39.9,55.3,0,1.3,0,6.4
"51185",94.4,3.2,0.2,0.6,0.1,2.6
"51187",89,4.3,0.2,1.1,0,8.9
"51191",96.1,1.4,0.1,0.6,0,3.2
"51193",67.9,25.9,0.5,0.7,0,7.5
"51195",92.1,5.5,0.1,0.4,0,3.6
"51197",94.9,2.9,0.2,0.4,0,2.9
"51199",74.4,13.3,0.3,5.6,0.3,10.6
"51510",62.2,21.8,0.2,5.9,0,15.2
"51520",90.5,5.7,0,0.2,0,6.8
"51530",89.2,7.3,0.1,1.9,0.2,1.8
"51540",70.6,18.8,0.2,7.1,0.1,6.2
"51550",61.1,30,0.2,3.2,0.1,9.5
"51570",75.5,15.3,0.3,4.2,0.1,7.7
"51580",82.1,13.1,0,1.2,0.2,7
"51590",45.5,49.4,0.1,1.2,0.1,7
"51595",28,63.2,0.1,0.3,0,16.9
"51600",67.8,4.9,0.1,17.2,0,15.2
"51610",79.4,4.9,0.2,9.9,0,9.4
"51620",36.9,56.7,0,1.3,0,9.3
"51630",62.3,22.1,0.2,2.7,0.1,19.6
"51640",89.6,7.5,0,0.6,0.2,2.3
"51650",41.1,49.9,0.5,2.5,0.2,10
"51660",80.4,7.4,0.1,3.9,0,14.9
"51670",50.9,43.5,0.1,1.4,0,6.4
"51678",83.7,8.8,0,3.5,0,6.8
"51680",65,28.6,0.3,2.4,0,6.2
"51683",66.1,13.6,0.8,5.2,0.2,19.3
"51685",62.3,15.3,0.1,11.1,0,15
"51690",48,45.4,0.4,1,0.1,9.1
"51700",47.9,41.1,0.3,3.2,0.2,12.6
"51710",47,41.1,0.4,3.7,0.1,12.4
"51720",89.8,3.1,0,4.6,0,5
"51730",17.5,76.7,0.2,0.9,0.1,6.9
"51735",93.9,1.1,0.1,2.5,0,4.6
"51740",39.8,52.9,0.4,1.4,0.3,8.8
"51750",84.8,9.9,0,1.6,0,6.9
"51760",45.5,46.9,0.4,2.1,0,8.5
"51770",62.4,29,0.2,3,0,9.8
"51775",87.4,6.7,0.1,1.7,0.1,6.9
"51790",83.4,11.3,0.3,1.4,0.1,6.6
"51800",51.5,41.8,0.2,2,0,8.4
"51810",66.3,19,0.3,6.7,0.1,13.3
"51820",81.4,14.2,0.5,1.1,0.3,4.5
"51830",73.4,15,0.4,6.5,0,8.3
"51840",82,10.1,0.2,2.2,0,9.7
"53001",65.1,1,4.1,0.8,0.2,30.9
"53003",92.5,0.5,1.1,0.9,0.2,8.6
"53005",82.1,1.6,0.8,2.6,0.1,16.7
"53007",80.4,0.6,0.9,0.8,0,21.1
"53009",87.7,1.1,4.9,1.7,0,8.5
"53011",84.6,1.8,0.6,4.6,0.8,12.8
"53013",89.4,0.9,0.2,1.8,1.1,12
"53015",89,0.8,1.5,1.3,0.2,12.9
"53017",69.3,0.5,0.7,0.7,0.3,31.8
"53019",76.4,0.1,13.1,0.7,0.3,18
"53021",70.5,2.2,1.3,2.2,0.2,28.4
"53023",91.3,0,0,3.2,0,11
"53025",68.9,0.8,1.2,1,0,32.2
"53027",87.7,1.2,4.2,1.5,0.3,9.5
"53029",84.6,3.1,1,4.9,0.4,10.7
"53031",90.9,0.6,2,1.6,0.2,8.6
"53033",64,6.5,0.6,17.6,0.8,17
"53035",80.9,2.7,1,4.8,0.8,17.4
"53037",88.5,1,0.6,1.6,0.9,11.2
"53039",92.9,0.7,2.5,0.7,0,5.4
"53041",89.9,0.5,0.7,1.3,0.2,12.7
"53043",93.4,0.8,1.5,0.7,0.3,6
"53045",83.5,1.3,2.5,1.2,0.4,16.9
"53047",72.5,0.4,9.6,0.9,0.3,21.9
"53049",87.2,0.4,2.5,1.7,0.4,11.7
"53051",89.9,0.4,3.9,1,0,7.5
"53053",72.9,6.8,1.3,6.3,1.5,19.6
"53055",92.3,0.9,1,1.3,0.2,6.8
"53057",82.1,0.9,1.9,1.9,0.2,16.8
"53059",92.8,0.5,1.8,1.1,0.1,5.9
"53061",75.4,3.1,0.9,10.8,0.5,15.7
"53063",87.8,1.7,1.3,2.3,0.6,11.2
"53065",89.1,0.4,5,0.6,0.1,8.5
"53067",81.5,3.2,1.4,5.7,0.8,13.7
"53069",90.8,1.3,0.7,1.9,0,7
"53071",83.7,1.8,0.7,1.7,0.2,16.6
"53073",83.3,1,2.9,4.1,0.3,13
"53075",82.4,2.2,0.3,8.5,0.2,11.2
"53077",77.3,1.2,4,1,0.1,19.8
"54001",95.8,0.9,0.3,0.8,0,4.1
"54003",86.8,7.8,0.1,1.1,0,7.2
"54005",98,1,0,0.1,0,1.8
"54007",96.9,0.7,0.3,0,0.1,3.7
"54009",96.3,1.7,0.1,0.5,0.2,2.2
"54011",90.6,4.9,0.2,1.4,0,5.2
"54013",99,0,0.3,0,0,1.4
"54015",99.4,0,0.1,0,0.1,0.6
"54017",95.5,1.6,0.5,0.5,0,3.5
"54019",93.5,5.2,0.3,0.1,0.1,1.7
"54021",83.2,12,0.2,0.9,0,5.4
"54023",97,1.6,0,0.2,0.2,1.9
"54025",93.9,2.8,0,0.6,0,4.6
"54027",97.1,1.1,0.3,0.4,0,2
"54029",95,2,0,0.5,0,5
"54031",91.4,5.6,0.6,1.6,0,1.5
"54033",95.3,1.6,0,0.6,0,4.7
"54035",97.6,0.4,0.8,0.3,0,1.7
"54037",87.2,6.2,0.3,1.4,0,8.1
"54039",88.5,7.2,0.2,1.2,0,5.7
"54041",97.4,0.2,0.5,0.5,0,2.6
"54043",98.3,0.2,0,0.1,0.1,2.6
"54045",96.7,1.8,0.2,0.1,0,2.5
"54047",89.1,8.3,0.3,0.1,0,3.6
"54049",93.6,3.5,0.4,0.5,0,3.5
"54051",97.5,0.9,0.1,0.3,0.3,1.9
"54053",97.3,0.4,0.1,0.6,0,2.9
"54055",91.2,6.4,0.2,0.6,0,3.1
"54057",94.8,3.4,0,0.4,0,2.6
"54059",95.8,2.3,0.1,0.1,0,2.9
"54061",89.5,3.6,0.1,3.5,0,6.1
"54063",97.2,0.9,0.5,0,0,2.8
"54065",95.5,1.1,0.7,0,0,5.2
"54067",97.1,0.9,0.4,0.2,0,2.5
"54069",92.9,3.9,0.2,0.7,0,4.1
"54071",95.5,3.3,0.1,0,0,1.7
"54073",96.2,0.3,0,0,0,4.4
"54075",98.6,0.4,0,0.1,0,1.3
"54077",92.2,5.1,0.7,0.3,0,3
"54079",96.4,1.4,0.1,0.8,0.1,2.3
"54081",88.1,7.7,0.3,1,0,4.9
"54083",96.4,2.1,0.2,0.6,0,1
"54085",97.4,0.3,0,0,0,4
"54087",97.9,0.1,0.1,0.2,0,3.4
"54089",93.1,4.6,0,0,0,4.5
"54091",96.3,1.3,0,0.3,0,3.5
"54093",97.4,0.5,0,0.5,0,2.9
"54095",97.6,0.4,0.2,0.7,0,2
"54097",96.9,2,0.1,0.2,0,1.5
"54099",97.6,0.9,0.2,0.3,0,1.8
"54101",99.6,0,0,0,0,0.7
"54103",97.8,1.1,0,0,0,2.1
"54105",99.4,0.4,0,0,0,0.2
"54107",96.2,1.4,0.4,0.5,0.1,2.6
"54109",97.3,1.2,0,0.3,0,2.2
"55001",92.7,2.7,0.8,0.7,0,5.1
"55003",83.8,0.7,11.9,0.5,0,5.7
"55005",94.6,1.6,0.7,0.7,0,3.5
"55007",86.1,0.9,10.1,0.5,0,4.9
"55009",85,2.4,2.5,3.2,0,10.3
"55011",96.9,0.7,0.4,0.1,0,2.8
"55013",91.5,0.6,4.1,0.3,0,6.9
"55015",94.6,0.9,0.5,2.4,0,2.6
"55017",95,1.6,0.1,1.3,0,3.7
"55019",96.5,0.5,0.2,0.4,0,3.9
"55021",95,1.4,0.5,0.8,0,3.9
"55023",95.4,2,0.4,0.6,0,3.2
"55025",83.9,5.2,0.3,5.9,0,7.8
"55027",93.6,2.8,0.4,0.7,0,4.3
"55029",96.3,0.8,0.9,0.5,0,2.4
"55031",92.9,1.4,1.9,1.2,0,5
"55033",94,0.7,0.2,2.7,0.1,4.2
"55035",91.9,1.2,0.5,4.1,0.4,3.6
"55037",98.2,0.3,0.3,0,0,2.2
"55039",92.8,1.4,0.5,1.2,0,6.2
"55041",80.2,0.9,15.5,0.8,0.1,4.9
"55043",96.5,1.5,0.2,1,0,1.7
"55045",96.2,0.6,0.3,0.6,0,3.5
"55047",96.3,0.6,0.3,0.7,0,3.2
"55049",96.8,0.9,0.2,0.7,0.1,2.3
"55051",96.6,0.1,1.8,0.5,0,2.1
"55053",87.5,2,5.5,0.4,0,7.5
"55055",94.1,0.9,0.1,0.6,0,6.5
"55057",93.8,2.3,1.2,0.6,0,3.7
"55059",85.5,7.6,0.5,1.6,0,7.7
"55061",96.9,0.7,0.3,0.3,0,3.1
"55063",90.9,1.6,0.4,4.4,0,4.7
"55065",97.3,0.6,0.2,0.5,0,2
"55067",95.3,1.3,0.7,0.2,0,4.3
"55069",96.8,0.7,0.4,0.4,0,3.2
"55071",94,1.1,0.5,2.7,0,3.1
"55073",90.5,0.6,0.3,5.8,0.1,4.8
"55075",96.7,0.7,0.6,0.3,0,3.2
"55077",96,0.7,0.6,0.5,0,3.8
"55078",10.9,0.3,83.9,0.2,0,9.5
"55079",59.2,26.4,0.6,4.3,0,13.2
"55081",92.9,1.8,1.1,0.9,0,4.5
"55083",96.3,0.5,1.2,0.4,0,3.2
"55085",96.1,0.7,1.3,0.4,0,2.5
"55087",89.8,1.5,1.6,3.5,0,5.7
"55089",93.6,1.2,0.2,2.1,0.1,5.1
"55091",98.1,0.3,0.2,0.3,0.1,1.9
"55093",95.7,0.6,0.2,1.3,0,4
"55095",96.4,0.5,1,0.5,0.1,2.8
"55097",92.9,0.8,0.3,3,0,4.6
"55099",95.3,0.8,1,0.6,0.8,2.4
"55101",80.9,11.4,0.5,1.3,0,8.9
"55103",95.5,0.9,0.4,0.7,0,3.3
"55105",87.1,4.4,0.3,1.3,0,10.2
"55107",96.2,0.6,0.5,0.2,0.1,4.5
"55109",95.9,0.8,0.2,1,0,3.9
"55111",94.1,0.8,1.1,0.6,0,5.5
"55113",77.1,0.3,17.7,0.6,0,7.8
"55115",88.7,0.4,7.7,0.4,0,5.4
"55117",88.8,2,0.3,5.7,0,5.3
"55119",97.4,0.3,0.2,0.2,0,3.5
"55121",92.7,0.6,0.4,0.4,0,6.9
"55123",97.3,0.3,0.2,0.5,0,3
"55125",86.9,0.5,8.1,0.6,0.1,7.4
"55127",93.2,0.9,0.3,0.9,0.1,6.9
"55129",95.2,0.8,1.4,0.6,0.3,3.3
"55131",94.8,1.3,0.2,1.3,0,3.8
"55133",92.2,1.6,0.2,3.5,0,4
"55135",96.2,0.7,0.6,0.4,0,3.2
"55137",92.8,1.4,0.8,0.4,0,6.4
"55139",91.8,2.3,0.6,2.8,0.1,4.2
"55141",94.2,0.7,0.5,2,0,4.3
"56001",89.5,1.7,0.9,3.4,0,7.4
"56003",92.8,0.4,0.8,0.5,0,7
"56005",94,0.4,1.3,0.5,0.2,6.8
"56007",91.3,1.1,2,1.1,0.1,6.5
"56009",95.6,0,0.8,0.2,0,6.5
"56011",95.6,0.1,1.3,0.7,0,4.5
"56013",72.6,0.5,20.8,0.5,0,9.4
"56015",92.9,0.4,1,0.8,0.2,6.9
"56017",95.9,0,2.6,0,0,2.5
"56019",93.5,0.6,4.3,0,0,2.8
"56021",89.7,2.1,0.9,1.2,0.2,9.4
"56023",95.8,0,0.4,0.3,0,6.4
"56025",94.2,1.2,1.1,0.6,0.2,5
"56027",94,0.6,3.7,0,1,1.1
"56029",94.8,0.7,1,0.5,0,5
"56031",96.2,0,0,1.2,0,5
"56033",95.1,0.4,1.9,0.7,0,3.4
"56035",96.2,0,0.3,0.1,0,6.8
"56037",93.4,1.2,1.2,0.8,0,5.8
"56039",89.3,1.2,0.3,1.2,0.1,8.5
"56041",93.4,0.1,0.7,0.2,0,9.1
"56043",89.7,0,0.9,0,0,13.1
"56045",97.4,0.2,0.2,0.8,0.1,2.6
"72001",73.4,1,0.2,0,0,26.8
"72003",85.3,2.4,0.1,0,0,21.1
"72005",79.8,3,0.1,0.2,0,18.4
"72007",54.6,9.2,1,0,0,68.1
"72009",75,15,0.1,0.1,0,10.6
"72011",82.2,1.9,0,0,0,23.5
"72013",78.4,4.6,0.3,0.8,0,17.1
"72015",64.1,19.6,0,0,0,18.1
"72017",81.8,3.6,0,0.6,0,15
"72019",85.8,4.3,0.1,0,0,15.9
"72021",68.8,8.6,0.1,0.2,0,38.6
"72023",22.7,1.6,0.2,0.1,0,76.3
"72025",76.3,8.4,0.2,0.2,0,18
"72027",86.1,1.8,0,0,0,12.9
"72029",48.2,11.1,0,0.6,0,40.7
"72031",53.9,20.5,1.4,0.3,0,31.7
"72033",68.1,13.1,0,0.2,0,22.5
"72035",63,6.5,0.2,0.2,0,55.5
"72037",61.2,8.8,0.4,0.2,0,32.9
"72039",93.4,1.5,0.3,0.1,0,7.7
"72041",72.3,9.2,0.3,0.2,0,32.1
"72043",66.5,29,0,0,0,4.8
"72045",82.2,11.5,0.3,0,0,6.3
"72047",81,7.6,0,0,0,14.5
"72049",54.2,5.9,0.4,2,0,42.5
"72051",77.8,12.8,0,0.1,0,14.3
"72053",56.1,10.8,0.2,0.5,0,35.5
"72054",83.6,1.6,0,0.8,0,15.7
"72055",57.2,5.2,0.2,0,0,38.5
"72057",73.1,14.1,0,0.1,0.4,14.4
"72059",78.5,2.2,0.1,0.7,0,19.2
"72061",75.4,7.2,0.2,0.1,0,21.3
"72063",65.5,13.7,0.1,0.1,0,22.1
"72065",97.6,0.8,0,0.1,0,2.1
"72067",25.7,2.4,0,0,0,73.7
"72069",53.5,21.5,0.2,0.6,0,25.3
"72071",65.6,5.1,0.1,0,0,30.2
"72073",57.9,2.5,0.4,0,0,42.3
"72075",45.1,8.8,0.1,0.2,0,80
"72077",49.1,13.5,0.1,0.2,0,42.1
"72079",24.7,0.8,0.1,0,0,75.2
"72081",70.8,0.7,0,0,0,28.6
"72083",47.6,0.9,0,0,0,52.1
"72085",20.4,77.5,0.1,0,0,2.8
"72087",24.3,38.7,0.2,0.3,0,37
"72089",60.3,9.4,0.1,0.2,0,32
"72091",83.2,4.3,0.2,0.3,0,12.8
"72093",44.4,1.5,0.3,0,0,54.7
"72095",12.5,86.4,0.1,0,0,1
"72097",27.2,3.5,0.2,0.1,0,71.4
"72099",82.4,3.2,0,0.1,0,15.2
"72101",88,2,0.1,0,0,14
"72103",69.4,3.7,0,0.4,0,28.4
"72105",85,7.5,0,0,0,13.9
"72107",80.8,3.5,0.2,0,0,21.2
"72109",13.9,84.5,0,0,0,1.7
"72111",71.4,3.7,0,0.2,0,25.2
"72113",77.5,5.8,0.1,0,0,25.9
"72115",86.5,4.2,0.1,0.2,0,9.8
"72117",85.9,0.4,0,0,0,23.3
"72119",51.9,13.3,0.2,0.3,0,36.5
"72121",70.4,2.1,0.2,0,0,29
"72123",57.4,38.4,0.1,0.2,0,4.5
"72125",57.4,1.5,0,0,0.1,41.4
"72127",65.3,13.3,0.4,0.4,0,25.9
"72129",62.7,31.6,0.1,0.1,0,9.3
"72131",65.4,3.6,0,0.3,0,32.4
"72133",58,37.3,0.2,0,0,5.5
"72135",82.7,7.2,0.1,0.4,0,13.3
"72137",72.4,11.4,0,0,0,21.3
"72139",79.4,10.1,0.1,0.1,0,14.9
"72141",52.8,1,0.1,0.2,0,47.8
"72143",71.4,10.6,0,0.1,0,20.3
"72145",83.2,5,0.1,0,0,12.7
"72147",54.7,7.5,0.1,0.2,0,38.5
"72149",56.7,3.5,0,0,0,68.1
"72151",18.6,78.9,0,0,0,3.6
"72153",75.1,3.8,0.4,0,0,21.5
