"GEOID","pct_male","pct_female"
"21165",53,47
"21167",49.2,50.8
"21169",49.8,50.2
"21171",50.2,49.8
"21173",49.3,50.7
"21175",56.3,43.7
"21177",49.2,50.8
"21179",49.9,50.1
"21181",48.1,51.9
"21183",49.2,50.8
"21185",52.4,47.6
"21187",49.7,50.3
"21189",45.4,54.6
"21191",50.9,49.1
"21193",49.5,50.5
"21195",48.5,51.5
"21197",49,51
"21199",48.7,51.3
"21201",46.2,53.8
"21203",48.5,51.5
"21205",48.2,51.8
"21207",48.6,51.4
"21209",49.3,50.7
"21211",48.5,51.5
"21213",49.2,50.8
"21215",50.6,49.4
"21217",49,51
"21219",49.4,50.6
"21221",49.8,50.2
"21223",49.3,50.7
"21225",52.2,47.8
"21227",49,51
"21229",49.1,50.9
"21231",49.8,50.2
"21233",49.6,50.4
"21235",49,51
"21237",50,50
"21239",47.3,52.7
"22001",48.7,51.3
"22003",56.8,43.2
"22005",49.4,50.6
"22007",48.3,51.7
"22009",50.4,49.6
"22011",50.8,49.2
"22013",47.2,52.8
"22015",49.3,50.7
"22017",47.4,52.6
"22019",48.8,51.2
"22021",52.4,47.6
"22023",48.4,51.6
"22025",52.5,47.5
"22027",57.1,42.9
"22029",50.8,49.2
"22031",48.7,51.3
"22033",47.8,52.2
"22035",60.7,39.3
"22037",55.7,44.3
"22039",51.3,48.7
"22041",48.9,51.1
"22043",56.5,43.5
"22045",48.9,51.1
"22047",50.4,49.6
"22049",50.7,49.3
"22051",48.5,51.5
"22053",49.5,50.5
"22055",48.8,51.2
"22057",49.1,50.9
"22059",52.1,47.9
"22061",48.6,51.4
"22063",49.1,50.9
"22065",49.8,50.2
"22067",48.1,51.9
"22069",47.9,52.1
"22071",47.5,52.5
"22073",48,52
"22075",50.3,49.7
"22077",48,52
"22079",48.4,51.6
"22081",47,53
"22083",48.7,51.3
"22085",49.4,50.6
"22087",48.9,51.1
"22089",50,50
"22091",48.3,51.7
"22093",47.5,52.5
"22095",49,51
"22097",48.3,51.7
"22099",49.2,50.8
"22101",49.5,50.5
"22103",48.5,51.5
"22105",48.4,51.6
"22107",49.3,50.7
"22109",49.4,50.6
"22111",49.9,50.1
"22113",48.3,51.7
"22115",52.9,47.1
"22117",49.4,50.6
"22119",48.9,51.1
"22121",48.8,51.2
"22123",50.7,49.3
"22125",64,36
"22127",53.3,46.7
"23001",48.9,51.1
"23003",49.5,50.5
"23005",48.5,51.5
"23007",49,51
"23009",48.3,51.7
"23011",48.8,51.2
"23013",49.8,50.2
"23015",49,51
"23017",49.4,50.6
"23019",49.6,50.4
"23021",49.9,50.1
"23023",48.9,51.1
"23025",49.5,50.5
"23027",49.1,50.9
"23029",49.1,50.9
"23031",48.8,51.2
"24001",52.3,47.7
"24003",49.5,50.5
"24005",47.4,52.6
"24009",49.8,50.2
"24011",48.9,51.1
"24013",49.5,50.5
"24015",49.8,50.2
"24017",48.2,51.8
"24019",47.2,52.8
"24021",49.3,50.7
"24023",49.5,50.5
"24025",49,51
"24027",48.9,51.1
"24029",47.6,52.4
"24031",48.3,51.7
"24033",48.1,51.9
"24035",49.6,50.4
"24037",50,50
"24039",54.1,45.9
"24041",47.4,52.6
"24043",50.8,49.2
"24045",47.5,52.5
"24047",49,51
"24510",47,53
"25001",47.8,52.2
"25003",48.4,51.6
"25005",48.4,51.6
"25007",49.3,50.7
"25009",48.2,51.8
"25011",48.7,51.3
"25013",48.3,51.7
"25015",46.8,53.2
"25017",48.9,51.1
"25019",51.2,48.8
"25021",48.1,51.9
"25023",48.6,51.4
"25025",48.3,51.7
"25027",49.3,50.7
"26001",50.6,49.4
"26003",55.5,44.5
"26005",50,50
"26007",49.3,50.7
"26009",49.9,50.1
"26011",50.7,49.3
"26013",55.3,44.7
"26015",50.3,49.7
"26017",49.1,50.9
"26019",49.7,50.3
"26021",48.9,51.1
"26023",51.7,48.3
"26025",49,51
"26027",50.1,49.9
"26029",49.5,50.5
"26031",50,50
"26033",54.5,45.5
"26035",49.7,50.3
"26037",49.4,50.6
"26039",50.9,49.1
"26041",49.8,50.2
"26043",50.2,49.8
"26045",49,51
"26047",49.4,50.6
"26049",48.2,51.8
"26051",50.4,49.6
"26053",53.2,46.8
"26055",49.3,50.7
"26057",53.6,46.4
"26059",49.9,50.1
"26061",54,46
"26063",49.6,50.4
"26065",48.7,51.3
"26067",53.3,46.7
"26069",49.8,50.2
"26071",49.7,50.3
"26073",48.6,51.4
"26075",51,49
"26077",48.9,51.1
"26079",50.9,49.1
"26081",49.3,50.7
"26083",51.6,48.4
"26085",51.1,48.9
"26087",50.9,49.1
"26089",49.5,50.5
"26091",50.5,49.5
"26093",50.2,49.8
"26095",59.3,40.7
"26097",51,49
"26099",48.7,51.3
"26101",51.9,48.1
"26103",50.4,49.6
"26105",49.5,50.5
"26107",50.4,49.6
"26109",50.7,49.3
"26111",49.2,50.8
"26113",50.9,49.1
"26115",49.3,50.7
"26117",51.4,48.6
"26119",50.4,49.6
"26121",49.7,50.3
"26123",50.2,49.8
"26125",48.9,51.1
"26127",50.7,49.3
"26129",50.4,49.6
"26131",51.3,48.7
"26133",50.7,49.3
"26135",50.9,49.1
"26137",49.6,50.4
"26139",49.4,50.6
"26141",49.8,50.2
"26143",49.8,50.2
"26145",48.5,51.5
"26147",49.7,50.3
"26149",49.9,50.1
"26151",49.7,50.3
"26153",48.8,51.2
"26155",49.4,50.6
"26157",50.3,49.7
"26159",49.8,50.2
"26161",49.6,50.4
"26163",48.2,51.8
"26165",49.9,50.1
"27001",50.8,49.2
"27003",50,50
"27005",49.8,50.2
"27007",49.9,50.1
"27009",50.2,49.8
"27011",49.8,50.2
"27013",50.1,49.9
"27015",50.1,49.9
"27017",52.3,47.7
"27019",49.7,50.3
"27021",51.1,48.9
"27023",49.5,50.5
"27025",52,48
"27027",49.4,50.6
"27029",51.2,48.8
"27031",49.5,50.5
"27033",50,50
"27035",49.8,50.2
"27037",49.3,50.7
"27039",50.3,49.7
"27041",50,50
"27043",50.1,49.9
"27045",50.3,49.7
"27047",49.7,50.3
"27049",49.7,50.3
"27051",50.6,49.4
"27053",49.4,50.6
"27055",50.2,49.8
"27057",50.6,49.4
"27059",50.7,49.3
"27061",50.6,49.4
"27063",51.1,48.9
"27065",50.6,49.4
"27067",50.3,49.7
"27069",50.3,49.7
"27071",49.8,50.2
"27073",50.1,49.9
"27075",51.4,48.6
"27077",53.3,46.7
"27079",50.1,49.9
"27081",50.4,49.6
"27083",49.8,50.2
"27085",50.1,49.9
"27087",50.7,49.3
"27089",50.5,49.5
"27091",50.1,49.9
"27093",51.1,48.9
"27095",50.3,49.7
"27097",50.4,49.6
"27099",50.4,49.6
"27101",50,50
"27103",50.1,49.9
"27105",51.8,48.2
"27107",50.9,49.1
"27109",48.9,51.1
"27111",50.4,49.6
"27113",49.7,50.3
"27115",53.4,46.6
"27117",48.8,51.2
"27119",50.9,49.1
"27121",50.6,49.4
"27123",48.8,51.2
"27125",50.8,49.2
"27127",50.5,49.5
"27129",50.9,49.1
"27131",51,49
"27133",48.9,51.1
"27135",51.5,48.5
"27137",50.1,49.9
"27139",49.8,50.2
"27141",51.1,48.9
"27143",50.9,49.1
"27145",50.3,49.7
"27147",49.6,50.4
"27149",50.1,49.9
"27151",50.1,49.9
"27153",51.4,48.6
"27155",49.7,50.3
"27157",50.4,49.6
"27159",49.4,50.6
"27161",48.1,51.9
"27163",49.5,50.5
"27165",50.2,49.8
"27167",51.6,48.4
"27169",49.5,50.5
"27171",50.5,49.5
"27173",50.8,49.2
"28001",51.6,48.4
"28003",49.1,50.9
"28005",48.4,51.6
"28007",47.3,52.7
"28009",49.1,50.9
"28011",47.1,52.9
"28013",47.7,52.3
"28015",50.5,49.5
"28017",48.2,51.8
"28019",50.2,49.8
"28021",46.9,53.1
"28023",46.8,53.2
"28025",46.6,53.4
"28027",46.2,53.8
"28029",47.7,52.3
"28031",48.8,51.2
"28033",48.2,51.8
"28035",47.5,52.5
"28037",47.8,52.2
"28039",50.3,49.7
"28041",59.8,40.2
"28043",47.6,52.4
"28045",48.9,51.1
"28047",49.1,50.9
"28049",46.6,53.4
"28051",47.8,52.2
"28053",47.8,52.2
"28055",61.8,38.2
"28057",50.4,49.6
"28059",49.4,50.6
"28061",48.7,51.3
"28063",48.9,51.1
"28065",47.8,52.2
"28067",48.8,51.2
"28069",50.9,49.1
"28071",48.2,51.8
"28073",47.7,52.3
"28075",48.7,51.3
"28077",48.8,51.2
"28079",51.5,48.5
"28081",47.7,52.3
"28083",46.6,53.4
"28085",47.4,52.6
"28087",47.6,52.4
"28089",47.8,52.2
"28091",48.4,51.6
"28093",49.3,50.7
"28095",47.7,52.3
"28097",46.5,53.5
"28099",47.7,52.3
"28101",47,53
"28103",46.7,53.3
"28105",50,50
"28107",48.2,51.8
"28109",49.5,50.5
"28111",48.7,51.3
"28113",47.4,52.6
"28115",48.4,51.6
"28117",48.1,51.9
"28119",46.8,53.2
"28121",48.2,51.8
"28123",49.6,50.4
"28125",46.2,53.8
"28127",48.3,51.7
"28129",48.9,51.1
"28131",50.3,49.7
"28133",53,47
"28135",55.5,44.5
"28137",48.1,51.9
"28139",48.3,51.7
"28141",49.1,50.9
"28143",46.6,53.4
"28145",49.2,50.8
"28147",49.8,50.2
"28149",47.7,52.3
"28151",46.7,53.3
"28153",49.4,50.6
"28155",48.7,51.3
"28157",54.9,45.1
"28159",48.6,51.4
"28161",48.4,51.6
"28163",58.2,41.8
"29001",48.6,51.4
"29003",49.9,50.1
"29005",49.7,50.3
"29007",46.1,53.9
"29009",49.9,50.1
"29011",49.3,50.7
"29013",49,51
"29015",49.8,50.2
"29017",49.6,50.4
"29019",48.6,51.4
"29021",50.5,49.5
"29023",48.9,51.1
"29025",50.7,49.3
"29027",51,49
"29029",49.3,50.7
"29031",48.4,51.6
"29033",49.4,50.6
"29035",49.3,50.7
"29037",48.9,51.1
"29039",50.1,49.9
"29041",49.7,50.3
"29043",48.9,51.1
"29045",50.7,49.3
"29047",49.1,50.9
"29049",49.5,50.5
"29051",50.4,49.6
"29053",52.5,47.5
"29055",49.4,50.6
"29057",50.8,49.2
"29059",48.8,51.2
"29061",50.3,49.7
"29063",62.7,37.3
"29065",50,50
"29067",50,50
"29069",47.9,52.1
"29071",49.9,50.1
"29073",50.2,49.8
"29075",48.4,51.6
"29077",48.6,51.4
"29079",49.1,50.9
"29081",49.6,50.4
"29083",49.3,50.7
"29085",49.2,50.8
"29087",49.3,50.7
"29089",50.7,49.3
"29091",48.8,51.2
"29093",49.2,50.8
"29095",48.4,51.6
"29097",48.8,51.2
"29099",49.6,50.4
"29101",51.2,48.8
"29103",50.1,49.9
"29105",49.1,50.9
"29107",49.9,50.1
"29109",49.5,50.5
"29111",50.7,49.3
"29113",49.7,50.3
"29115",48.6,51.4
"29117",44.6,55.4
"29119",51.2,48.8
"29121",50.2,49.8
"29123",48.8,51.2
"29125",50.5,49.5
"29127",48.4,51.6
"29129",49.9,50.1
"29131",49.5,50.5
"29133",54.7,45.3
"29135",53.1,46.9
"29137",50.7,49.3
"29139",49.8,50.2
"29141",49.1,50.9
"29143",47.8,52.2
"29145",49.5,50.5
"29147",49.7,50.3
"29149",49.5,50.5
"29151",51.7,48.3
"29153",48.8,51.2
"29155",46.9,53.1
"29157",49.5,50.5
"29159",49.7,50.3
"29161",52.4,47.6
"29163",54.8,45.2
"29165",49.4,50.6
"29167",48.9,51.1
"29169",57.1,42.9
"29171",50.3,49.7
"29173",50.8,49.2
"29175",52.2,47.8
"29177",49.3,50.7
"29179",52.3,47.7
"29181",49.7,50.3
"29183",49.1,50.9
"29185",49.7,50.3
"29186",50.7,49.3
"29187",53.8,46.2
"29189",47.4,52.6
"29195",50.4,49.6
"29197",49.1,50.9
"29199",49.5,50.5
"29201",48.4,51.6
"29203",48.9,51.1
"29205",50.3,49.7
"29207",48.6,51.4
"29209",48.8,51.2
"29211",49.2,50.8
"29213",48.3,51.7
"29215",52.2,47.8
"29217",48.9,51.1
"29219",49.8,50.2
"29221",51.4,48.6
"29223",48.8,51.2
"29225",51.2,48.8
"29227",48.1,51.9
"29229",48.9,51.1
"29510",48.4,51.6
"30001",49.7,50.3
"30003",49.9,50.1
"30005",49.9,50.1
"30007",51.1,48.9
"30009",50.7,49.3
"30011",51.3,48.7
"30013",50.5,49.5
"30015",49.2,50.8
"30017",49.9,50.1
"30019",53.5,46.5
"30021",52.8,47.2
"30023",52.7,47.3
"30025",50.2,49.8
"30027",51.2,48.8
"30029",49.9,50.1
"30031",51.9,48.1
"30033",53.3,46.7
"30035",49.3,50.7
"30037",50.8,49.2
"30039",51.6,48.4
"30041",50.5,49.5
"30043",50.6,49.4
"30045",54.5,45.5
"30047",49.6,50.4
"30049",49.5,50.5
"30051",47.4,52.6
"30053",49.7,50.3
"30055",50.4,49.6
"30057",51.7,48.3
"30059",51.6,48.4
"30061",51.2,48.8
"30063",50.1,49.9
"30065",49.9,50.1
"30067",49.8,50.2
"30069",51.9,48.1
"30071",51.2,48.8
"30073",49.6,50.4
"30075",50.5,49.5
"30077",62.6,37.4
"30079",51.4,48.6
"30081",49.7,50.3
"30083",51,49
"30085",49.2,50.8
"30087",49.9,50.1
"30089",51.3,48.7
"30091",50.2,49.8
"30093",50.7,49.3
"30095",49.8,50.2
"30097",50.1,49.9
"30099",48.8,51.2
"30101",55.6,44.4
"30103",49.1,50.9
"30105",49.5,50.5
"30107",48.2,51.8
"30109",46.7,53.3
"30111",49.3,50.7
"31001",50.2,49.8
"31003",50.2,49.8
"31005",47.5,52.5
"31007",48.5,51.5
"31009",50.9,49.1
"31011",49.5,50.5
"31013",50.2,49.8
"31015",49.7,50.3
"31017",48.5,51.5
"31019",50,50
"31021",48.8,51.2
"31023",49.9,50.1
"31025",50.5,49.5
"31027",50.9,49.1
"31029",48.5,51.5
"31031",50.9,49.1
"31033",49.6,50.4
"31035",50.9,49.1
"31037",55.4,44.6
"31039",50.1,49.9
"31041",49.7,50.3
"31043",50.2,49.8
"31045",48.4,51.6
"31047",51.7,48.3
"31049",47.8,52.2
"31051",50.9,49.1
"31053",49.2,50.8
"31055",49.3,50.7
"31057",51.1,48.9
"31059",49.5,50.5
"31061",49.3,50.7
"31063",51.1,48.9
"31065",49.4,50.6
"31067",50.3,49.7
"31069",50.5,49.5
"31071",50.2,49.8
"31073",51.6,48.4
"31075",53.6,46.4
"31077",49.2,50.8
"31079",50.4,49.6
"31081",49.6,50.4
"31083",50.7,49.3
"31085",52,48
"31087",49.7,50.3
"31089",50.4,49.6
"31091",46.8,53.2
"31093",50.8,49.2
"31095",48.6,51.4
"31097",59.5,40.5
"31099",49.6,50.4
"31101",51.2,48.8
"31103",48.2,51.8
"31105",50,50
"31107",49.6,50.4
"31109",50.2,49.8
"31111",49.1,50.9
"31113",54.3,45.7
"31115",51.7,48.3
"31117",51.6,48.4
"31119",49.7,50.3
"31121",50.2,49.8
"31123",50.7,49.3
"31125",50.2,49.8
"31127",50,50
"31129",49.8,50.2
"31131",49,51
"31133",47.6,52.4
"31135",51.7,48.3
"31137",50.1,49.9
"31139",49.8,50.2
"31141",51.2,48.8
"31143",48.7,51.3
"31145",49.6,50.4
"31147",49.9,50.1
"31149",52.1,47.9
"31151",50.9,49.1
"31153",50,50
"31155",50.5,49.5
"31157",48.4,51.6
"31159",50.9,49.1
"31161",48.5,51.5
"31163",50.5,49.5
"31165",48.2,51.8
"31167",50.1,49.9
"31169",50.3,49.7
"31171",44.8,55.2
"31173",49.7,50.3
"31175",48.7,51.3
"31177",49.4,50.6
"31179",50.8,49.2
"31181",50.5,49.5
"31183",52.7,47.3
"31185",48.8,51.2
"32001",50.6,49.4
"32003",49.9,50.1
"32005",50.2,49.8
"32007",52,48
"32009",43.9,56.1
"32011",50.5,49.5
"32013",51.6,48.4
"32015",54.8,45.2
"32017",53.9,46.1
"32019",50.5,49.5
"32021",49.7,50.3
"32023",50.8,49.2
"32027",64.1,35.9
"32029",52.9,47.1
"32031",50.4,49.6
"32033",58.8,41.2
"32510",51.4,48.6
"33001",49.3,50.7
"33003",49.6,50.4
"33005",48.8,51.2
"33007",52.7,47.3
"33009",49.2,50.8
"33011",49.7,50.3
"33013",49.3,50.7
"33015",49.6,50.4
"33017",48.9,51.1
"33019",49.7,50.3
"34001",48.4,51.6
"34003",48.5,51.5
"34005",49.2,50.8
"34007",48.3,51.7
"34009",48.9,51.1
"34011",51.1,48.9
"34013",48.1,51.9
"34015",48.6,51.4
"34017",49.7,50.3
"34019",49.8,50.2
"34021",48.9,51.1
"34023",49.3,50.7
"34025",48.6,51.4
"34027",49.1,50.9
"34029",48.2,51.8
"34031",48.7,51.3
"34033",48.9,51.1
"34035",48.9,51.1
"34037",49.8,50.2
"34039",48.8,51.2
"34041",49,51
"35001",49,51
"35003",55.1,44.9
"35005",49.9,50.1
"35006",50.6,49.4
"35007",51.4,48.6
"35009",52.2,47.8
"35011",51.1,48.9
"35013",49.1,50.9
"35015",50.5,49.5
"35017",49.3,50.7
"35019",58.7,41.3
"35021",54.9,45.1
"35023",49.6,50.4
"35025",51.6,48.4
"35027",49.1,50.9
"35028",50.8,49.2
"35029",49.9,50.1
"35031",48.3,51.7
"35033",48.5,51.5
"35035",51.7,48.3
"35037",47.8,52.2
"35039",48.1,51.9
"35041",49.8,50.2
"35043",49,51
"35045",49.5,50.5
"35047",49.8,50.2
"35049",48.5,51.5
"35051",49.5,50.5
"35053",52.3,47.7
"35055",49.2,50.8
"35057",53.2,46.8
"35059",53.7,46.3
"35061",50.3,49.7
"36001",48.4,51.6
"36003",50.7,49.3
"36005",47.1,52.9
"36007",49.2,50.8
"36009",49.7,50.3
"36011",51.3,48.7
"36013",49.3,50.7
"36015",49.5,50.5
"36017",50.1,49.9
"36019",51.2,48.8
"36021",50,50
"36023",49,51
"36025",50.5,49.5
"36027",49.7,50.3
"36029",48.4,51.6
"36031",52.1,47.9
"36033",54.4,45.6
"36035",50,50
"36037",50.1,49.9
"36039",52.3,47.7
"36041",50.1,49.9
"36043",49.5,50.5
"36045",52.5,47.5
"36047",47.4,52.6
"36049",50.1,49.9
"36051",50.3,49.7
"36053",49.4,50.6
"36055",48.3,51.7
"36057",49.2,50.8
"36059",48.7,51.3
"36061",47.3,52.7
"36063",48.8,51.2
"36065",49.9,50.1
"36067",48.2,51.8
"36069",49,51
"36071",50.1,49.9
"36073",50,50
"36075",50.1,49.9
"36077",48.2,51.8
"36079",49.8,50.2
"36081",48.5,51.5
"36083",49.5,50.5
"36085",48.4,51.6
"36087",49,51
"36089",50.8,49.2
"36091",49.5,50.5
"36093",48.8,51.2
"36095",49.6,50.4
"36097",50,50
"36099",52.2,47.8
"36101",49.9,50.1
"36103",49.2,50.8
"36105",51.2,48.8
"36107",49.6,50.4
"36109",49.4,50.6
"36111",49.5,50.5
"36113",49.2,50.8
"36115",51.8,48.2
"36117",49.6,50.4
"36119",48.4,51.6
"36121",53.4,46.6
"36123",47.8,52.2
"37001",47.5,52.5
"37003",50.9,49.1
"37005",49.1,50.9
"37007",52.4,47.6
"37009",49.2,50.8
"37011",54.9,45.1
"37013",47.8,52.2
"37015",50,50
"37017",48,52
"37019",48.1,51.9
"37021",48,52
"37023",49.8,50.2
"37025",48.8,51.2
"37027",49.4,50.6
"37029",53,47
"37031",49,51
"37033",50.2,49.8
"37035",48.9,51.1
"37037",47.7,52.3
"37039",49,51
"37041",46.6,53.4
"37043",47.6,52.4
"37045",48.3,51.7
"37047",49.7,50.3
"37049",50.5,49.5
"37051",49.7,50.3
"37053",49.7,50.3
"37055",50,50
"37057",48.9,51.1
"37059",48.5,51.5
"37061",48.7,51.3
"37063",47.8,52.2
"37065",46.4,53.6
"37067",47.4,52.6
"37069",49.6,50.4
"37071",48.2,51.8
"37073",48.8,51.2
"37075",48.6,51.4
"37077",51,49
"37079",55.5,44.5
"37081",47.4,52.6
"37083",48.4,51.6
"37085",49.6,50.4
"37087",48.3,51.7
"37089",48.1,51.9
"37091",49.6,50.4
"37093",49.6,50.4
"37095",52.7,47.3
"37097",49.2,50.8
"37099",48.9,51.1
"37101",49.2,50.8
"37103",49.5,50.5
"37105",48.5,51.5
"37107",48,52
"37109",49.7,50.3
"37111",50.3,49.7
"37113",48.4,51.6
"37115",49,51
"37117",47.2,52.8
"37119",48.1,51.9
"37121",49.8,50.2
"37123",49,51
"37125",48.2,51.8
"37127",47.9,52.1
"37129",47.7,52.3
"37131",48.6,51.4
"37133",55.4,44.6
"37135",47.8,52.2
"37137",50.9,49.1
"37139",48.8,51.2
"37141",49.6,50.4
"37143",48.6,51.4
"37145",48.5,51.5
"37147",47.1,52.9
"37149",47.3,52.7
"37151",49.3,50.7
"37153",49,51
"37155",48.3,51.7
"37157",48.1,51.9
"37159",49.5,50.5
"37161",48.6,51.4
"37163",49.1,50.9
"37165",49.3,50.7
"37167",49.8,50.2
"37169",48.6,51.4
"37171",48.5,51.5
"37173",48.8,51.2
"37175",48.1,51.9
"37177",57.5,42.5
"37179",49.3,50.7
"37181",46.7,53.3
"37183",48.6,51.4
"37185",49.7,50.3
"37187",46.9,53.1
"37189",49.7,50.3
"37191",48.8,51.2
"37193",49.3,50.7
"37195",47.3,52.7
"37197",49.5,50.5
"37199",49,51
"38001",47.9,52.1
"38003",49.7,50.3
"38005",51.2,48.8
"38007",56,44
"38009",52.2,47.8
"38011",49.6,50.4
"38013",54.4,45.6
"38015",50.1,49.9
"38017",50.7,49.3
"38019",51.2,48.8
"38021",50.1,49.9
"38023",47.6,52.4
"38025",52.4,47.6
"38027",48.2,51.8
"38029",50.9,49.1
"38031",49,51
"38033",49.3,50.7
"38035",51.8,48.2
"38037",51.2,48.8
"38039",50.6,49.4
"38041",47.3,52.7
"38043",53.5,46.5
"38045",51.7,48.3
"38047",52,48
"38049",51.1,48.9
"38051",50.5,49.5
"38053",54.5,45.5
"38055",51.8,48.2
"38057",51.1,48.9
"38059",50.4,49.6
"38061",53.9,46.1
"38063",50.6,49.4
"38065",51.2,48.8
"38067",52.3,47.7
"38069",49.5,50.5
"38071",51,49
"38073",49.5,50.5
"38075",50.7,49.3
"38077",52.3,47.7
"38079",49.5,50.5
"38081",53.2,46.8
"38083",51,49
"38085",49.9,50.1
"38087",48.8,51.2
"38089",51.2,48.8
"38091",52.6,47.4
"38093",51.1,48.9
"38095",54.2,45.8
"38097",51,49
"38099",51.3,48.7
"38101",51.9,48.1
"38103",49.8,50.2
"38105",54.7,45.3
"39001",49.8,50.2
"39003",50.4,49.6
"39005",48.8,51.2
"39007",50.3,49.7
"39009",49.8,50.2
"39011",49.6,50.4
"39013",51.3,48.7
"39015",49.8,50.2
"39017",49,51
"39019",50.3,49.7
"39021",49.8,50.2
"39023",48.4,51.6
"39025",49.2,50.8
"39027",49.5,50.5
"39029",50.5,49.5
"39031",49.5,50.5
"39033",49.2,50.8
"39035",47.7,52.3
"39037",49.4,50.6
"39039",49.9,50.1
"39041",49.6,50.4
"39043",49,51
"39045",49.8,50.2
"39047",48.8,51.2
"39049",48.8,51.2
"39051",49.4,50.6
"39053",49.3,50.7
"39055",49.5,50.5
"39057",49.2,50.8
"39059",49.9,50.1
"39061",48.3,51.7
"39063",49.4,50.6
"39065",49.5,50.5
"39067",49.2,50.8
"39069",49.2,50.8
"39071",48.9,51.1
"39073",49,51
"39075",49.9,50.1
"39077",49.4,50.6
"39079",48.5,51.5
"39081",48.6,51.4
"39083",48.6,51.4
"39085",48.9,51.1
"39087",48.8,51.2
"39089",49,51
"39091",49.4,50.6
"39093",49.2,50.8
"39095",48.5,51.5
"39097",54.3,45.7
"39099",48.8,51.2
"39101",53.1,46.9
"39103",49.6,50.4
"39105",50,50
"39107",50.6,49.4
"39109",49.5,50.5
"39111",49.7,50.3
"39113",48.1,51.9
"39115",50,50
"39117",50.1,49.9
"39119",48.4,51.6
"39121",59.9,40.1
"39123",49.6,50.4
"39125",50,50
"39127",50,50
"39129",52.6,47.4
"39131",49.4,50.6
"39133",49.1,50.9
"39135",49.6,50.4
"39137",50,50
"39139",50.8,49.2
"39141",52.4,47.6
"39143",49.6,50.4
"39145",49.1,50.9
"39147",49.9,50.1
"39149",50.5,49.5
"39151",48.6,51.4
"39153",48.5,51.5
"39155",48.7,51.3
"39157",49.3,50.7
"39159",48.2,51.8
"39161",49.3,50.7
"39163",50.4,49.6
"39165",50.4,49.6
"39167",49.5,50.5
"39169",49.7,50.3
"39171",49.6,50.4
"39173",49.3,50.7
"39175",49.2,50.7
"40001",49.7,50.3
"40003",60.4,39.6
"40005",52.7,47.3
"40007",50.3,49.7
"40009",54.4,45.6
"40011",53.3,46.7
"40013",48.6,51.4
"40015",52.5,47.5
"40017",49.7,50.3
"40019",48.9,51.1
"40021",49,51
"40023",47.9,52.1
"40025",49,51
"40027",49.9,50.1
"40029",50.4,49.6
