"GEOID","pct_male","pct_female"
"40031",51.8,48.2
"40033",50.6,49.4
"40035",51.1,48.9
"40037",49.4,50.6
"40039",49,51
"40041",49.3,50.7
"40043",49.5,50.5
"40045",48.1,51.9
"40047",50,50
"40049",49.6,50.4
"40051",50.2,49.8
"40053",50.3,49.7
"40055",58.5,41.5
"40057",49,51
"40059",49.4,50.6
"40061",49.5,50.5
"40063",53.2,46.8
"40065",50.1,49.9
"40067",50.4,49.6
"40069",49.3,50.7
"40071",49.7,50.3
"40073",50.1,49.9
"40075",50,50
"40077",50.8,49.2
"40079",50.1,49.9
"40081",49.8,50.2
"40083",49.6,50.4
"40085",49.9,50.1
"40087",49.6,50.4
"40089",49.4,50.6
"40091",49.4,50.6
"40093",49.5,50.5
"40095",49.5,50.5
"40097",49.8,50.2
"40099",50.3,49.7
"40101",48.8,51.2
"40103",49.4,50.6
"40105",49.3,50.7
"40107",53.8,46.2
"40109",49,51
"40111",49.5,50.5
"40113",50.1,49.9
"40115",49.1,50.9
"40117",50.1,49.9
"40119",51.3,48.7
"40121",50.8,49.2
"40123",49.1,50.9
"40125",47.8,52.2
"40127",48.8,51.2
"40129",49.1,50.9
"40131",49.8,50.2
"40133",49,51
"40135",49.3,50.7
"40137",48.5,51.5
"40139",53.3,46.7
"40141",51,49
"40143",48.8,51.2
"40145",49.4,50.6
"40147",48.7,51.3
"40149",50.1,49.9
"40151",52.7,47.3
"40153",52.9,47.1
"41001",51.5,48.5
"41003",50.3,49.7
"41005",49.3,50.7
"41007",49.8,50.2
"41009",50.3,49.7
"41011",49.5,50.5
"41013",49.3,50.7
"41015",49.3,50.7
"41017",49.4,50.6
"41019",49.4,50.6
"41021",47.8,52.2
"41023",51.1,48.9
"41025",51.4,48.6
"41027",50,50
"41029",48.8,51.2
"41031",51.8,48.2
"41033",49,51
"41035",49.9,50.1
"41037",53.5,46.5
"41039",49.2,50.8
"41041",48.2,51.8
"41043",49.3,50.7
"41045",54.4,45.6
"41047",49.8,50.2
"41049",50.6,49.4
"41051",49.5,50.5
"41053",48.8,51.2
"41055",53.7,46.3
"41057",50.2,49.8
"41059",52.1,47.9
"41061",49.7,50.3
"41063",49.2,50.8
"41065",50.2,49.8
"41067",49.5,50.5
"41069",50.4,49.6
"41071",50,50
"42001",49.2,50.8
"42003",48.3,51.7
"42005",49.7,50.3
"42007",48.5,51.5
"42009",49.6,50.4
"42011",49.2,50.8
"42013",48.9,51.1
"42015",49.3,50.7
"42017",49.1,50.9
"42019",49.5,50.5
"42021",49.2,50.8
"42023",49.5,50.5
"42025",49.7,50.3
"42027",52.6,47.4
"42029",49.3,50.7
"42031",48.8,51.2
"42033",52.6,47.4
"42035",49.5,50.5
"42037",48,52
"42039",48.7,51.3
"42041",49.5,50.5
"42043",48.5,51.5
"42045",48.1,51.9
"42047",50.5,49.5
"42049",49.4,50.6
"42051",49.4,50.6
"42053",72.7,27.3
"42055",49.1,50.9
"42057",50.5,49.5
"42059",52,48
"42061",53.1,46.9
"42063",50.1,49.9
"42065",49.8,50.2
"42067",50,50
"42069",48.5,51.5
"42071",49,51
"42073",48.4,51.6
"42075",49,51
"42077",48.9,51.1
"42079",49.4,50.6
"42081",49,51
"42083",51.7,48.3
"42085",49.3,50.7
"42087",48.8,51.2
"42089",49.5,50.5
"42091",48.6,51.4
"42093",47.8,52.2
"42095",49.2,50.8
"42097",50.3,49.7
"42099",50.7,49.3
"42101",47.3,52.7
"42103",50.8,49.2
"42105",49.9,50.1
"42107",51.1,48.9
"42109",49.8,50.2
"42111",52.2,47.8
"42113",52.9,47.1
"42115",50.3,49.7
"42117",49.6,50.4
"42119",54.9,45.1
"42121",49.4,50.6
"42123",50.1,49.9
"42125",49.1,50.9
"42127",53.1,46.9
"42129",48.9,51.1
"42131",50.4,49.6
"42133",49.4,50.6
"44001",48.4,51.6
"44003",48.4,51.6
"44005",49.2,50.8
"44007",48.7,51.3
"44009",48.2,51.8
"45001",48.5,51.5
"45003",48.3,51.7
"45005",53.5,46.5
"45007",48.2,51.8
"45009",48.3,51.7
"45011",48.4,51.6
"45013",49.2,50.8
"45015",49.7,50.3
"45017",47.8,52.2
"45019",48.4,51.6
"45021",48.4,51.6
"45023",48.6,51.4
"45025",49.2,50.8
"45027",49.3,50.7
"45029",47.8,52.2
"45031",47.3,52.7
"45033",47.3,52.7
"45035",48.7,51.3
"45037",53.3,46.7
"45039",47.8,52.2
"45041",46.8,53.2
"45043",47.3,52.7
"45045",48.5,51.5
"45047",46.5,53.5
"45049",51.9,48.1
"45051",48.3,51.7
"45053",50.2,49.8
"45055",48.5,51.5
"45057",48.2,51.8
"45059",48.7,51.3
"45061",51.1,48.9
"45063",48.7,51.3
"45065",55.4,44.6
"45067",46.1,53.9
"45069",52.1,47.9
"45071",48.5,51.5
"45073",49.2,50.8
"45075",46.8,53.2
"45077",49.8,50.2
"45079",48.4,51.6
"45081",49.9,50.1
"45083",48.5,51.5
"45085",48.2,51.8
"45087",47.7,52.3
"45089",47.7,52.3
"45091",48.2,51.8
"46003",52.9,47.1
"46005",50.8,49.2
"46007",49.2,50.8
"46009",58.7,41.3
"46011",51.1,48.9
"46013",49.3,50.7
"46015",49.5,50.5
"46017",49.8,50.2
"46019",51,49
"46021",54.2,45.8
"46023",50.3,49.7
"46025",50.3,49.7
"46027",49,51
"46029",50.4,49.6
"46031",50.5,49.5
"46033",48.5,51.5
"46035",49.5,50.5
"46037",51.8,48.2
"46039",52.1,47.9
"46041",49.6,50.4
"46043",49,51
"46045",50.4,49.6
"46047",50.4,49.6
"46049",50.5,49.5
"46051",52.5,47.5
"46053",51.3,48.7
"46055",50.3,49.7
"46057",51,49
"46059",50.5,49.5
"46061",50.1,49.9
"46063",52.1,47.9
"46065",48.9,51.1
"46067",48.7,51.3
"46069",51.9,48.1
"46071",49.6,50.4
"46073",49.6,50.4
"46075",47.2,52.8
"46077",51.2,48.8
"46079",52.4,47.6
"46081",49.7,50.3
"46083",49.5,50.5
"46085",52.1,47.9
"46087",50,50
"46089",47.5,52.5
"46091",52.1,47.9
"46093",52,48
"46095",49.7,50.3
"46097",50.9,49.1
"46099",50.4,49.6
"46101",50.3,49.7
"46102",49,51
"46103",50.4,49.6
"46105",51.9,48.1
"46107",50.7,49.3
"46109",51.2,48.8
"46111",51.9,48.1
"46115",49.9,50.1
"46117",53.7,46.3
"46119",51.3,48.7
"46121",48.6,51.4
"46123",50.7,49.3
"46125",50,50
"46127",50.2,49.8
"46129",49.7,50.3
"46135",52.1,47.9
"46137",49.3,50.7
"47001",48.8,51.2
"47003",49.4,50.6
"47005",49.2,50.8
"47007",58.7,41.3
"47009",48.5,51.5
"47011",48.7,51.3
"47013",48.8,51.2
"47015",49.4,50.6
"47017",48.8,51.2
"47019",48.9,51.1
"47021",49.9,50.1
"47023",48.1,51.9
"47025",48.6,51.4
"47027",47.9,52.1
"47029",48.5,51.5
"47031",49.2,50.8
"47033",47.5,52.5
"47035",48.9,51.1
"47037",48.2,51.8
"47039",49,51
"47041",49.7,50.3
"47043",49.4,50.6
"47045",48.5,51.5
"47047",49.3,50.7
"47049",49.9,50.1
"47051",49,51
"47053",48,52
"47055",48.9,51.1
"47057",50.1,49.9
"47059",48.9,51.1
"47061",49.5,50.5
"47063",49.1,50.9
"47065",48.3,51.7
"47067",50.2,49.8
"47069",56,44
"47071",48.7,51.3
"47073",48.9,51.1
"47075",46.7,53.3
"47077",49,51
"47079",48,52
"47081",52.5,47.5
"47083",50.9,49.1
"47085",48.5,51.5
"47087",50.3,49.7
"47089",49.1,50.9
"47091",54,46
"47093",48.6,51.4
"47095",62.7,37.3
"47097",51.3,48.7
"47099",49,51
"47101",48.4,51.6
"47103",49.1,50.9
"47105",48.9,51.1
"47107",48.7,51.3
"47109",48.6,51.4
"47111",49.2,50.8
"47113",47.3,52.7
"47115",48.6,51.4
"47117",49.2,50.8
"47119",48.3,51.7
"47121",49.5,50.5
"47123",49.2,50.8
"47125",49.9,50.1
"47127",50.4,49.6
"47129",54.7,45.3
"47131",48.1,51.9
"47133",49.2,50.8
"47135",49.5,50.5
"47137",50.5,49.5
"47139",49.8,50.2
"47141",49.4,50.6
"47143",49.5,50.5
"47145",49.2,50.8
"47147",49.4,50.6
"47149",49.3,50.7
"47151",49.4,50.6
"47153",49.9,50.1
"47155",49.1,50.9
"47157",47.5,52.5
"47159",50,50
"47161",49.2,50.8
"47163",48.6,51.4
"47165",48.9,51.1
"47167",49.3,50.7
"47169",58.5,41.5
"47171",50.6,49.4
"47173",49.3,50.7
"47175",50.3,49.7
"47177",49.7,50.3
"47179",48.7,51.3
"47181",54.9,45.1
"47183",49,51
"47185",48.8,51.2
"47187",48.9,51.1
"47189",49.2,50.8
"48001",60.9,39.1
"48003",50.9,49.1
"48005",48.8,51.2
"48007",48.7,51.3
"48009",49.9,50.1
"48011",49.8,50.2
"48013",49.9,50.1
"48015",49.3,50.7
"48017",50.9,49.1
"48019",50.4,49.6
"48021",50.6,49.4
"48023",48.8,51.2
"48025",61.1,38.9
"48027",49.9,50.1
"48029",49.4,50.6
"48031",51.7,48.3
"48033",47.8,52.2
"48035",49.3,50.7
"48037",50.3,49.7
"48039",50.6,49.4
"48041",50.5,49.5
"48043",50.4,49.6
"48045",55.2,44.8
"48047",53.3,46.7
"48049",49.3,50.7
"48051",49.6,50.4
"48053",49.4,50.6
"48055",50.6,49.4
"48057",51.1,48.9
"48059",49.8,50.2
"48061",48.6,51.4
"48063",48.7,51.3
"48065",48.2,51.8
"48067",48.2,51.8
"48069",50.2,49.8
"48071",50.7,49.3
"48073",51,49
"48075",61.2,38.8
"48077",50.1,49.9
"48079",51.8,48.2
"48081",49.9,50.1
"48083",51.7,48.3
"48085",49.2,50.8
"48087",50.3,49.7
"48089",49.9,50.1
"48091",49.4,50.6
"48093",50.2,49.8
"48095",64.2,35.8
"48097",49.6,50.4
"48099",49.9,50.1
"48101",45.1,54.9
"48103",51.2,48.8
"48105",48.2,51.8
"48107",49.7,50.3
"48109",56.9,43.1
"48111",50.9,49.1
"48113",49.3,50.7
"48115",54.2,45.8
"48117",50.1,49.9
"48119",47.4,52.6
"48121",49.2,50.8
"48123",52,48
"48125",49.2,50.8
"48127",48.5,51.5
"48129",50.9,49.1
"48131",50.7,49.3
"48133",50.1,49.9
"48135",50.8,49.2
"48137",51.8,48.2
"48139",49.3,50.7
"48141",49.2,50.8
"48143",48.6,51.4
"48145",47.1,52.9
"48147",52.8,47.2
"48149",49.3,50.7
"48151",47.5,52.5
"48153",48.7,51.3
"48155",49.6,50.4
"48157",49.1,50.9
"48159",48.9,51.1
"48161",51.8,48.2
"48163",59.8,40.2
"48165",51,49
"48167",49.2,50.8
"48169",63.1,36.9
"48171",48.4,51.6
"48173",57.4,42.6
"48175",49.6,50.4
"48177",50.8,49.2
"48179",52.7,47.3
"48181",48.8,51.2
"48183",48.7,51.3
"48185",54.2,45.8
"48187",49.5,50.5
"48189",52.1,47.9
"48191",50.3,49.7
"48193",50,50
"48195",51,49
"48197",48.6,51.4
"48199",48.2,51.8
"48201",49.7,50.3
"48203",48.6,51.4
"48205",59,41
"48207",51.8,48.2
"48209",49.8,50.2
"48211",50.9,49.1
"48213",48.7,51.3
"48215",49,51
"48217",49.9,50.1
"48219",49.9,50.1
"48221",48.7,51.3
"48223",49.1,50.9
"48225",54.2,45.8
"48227",55.4,44.6
"48229",50.2,49.8
"48231",49.1,50.9
"48233",50.5,49.5
"48235",51.7,48.3
"48237",57.1,42.9
"48239",49.4,50.6
"48241",49.3,50.7
"48243",44.1,55.9
"48245",51.1,48.9
"48247",48.9,51.1
"48249",49.1,50.9
"48251",50,50
"48253",62.8,37.2
"48255",58.8,41.2
"48257",49.1,50.9
"48259",49.1,50.9
"48261",49.3,50.7
"48263",45.6,54.4
"48265",48.3,51.7
"48267",49.6,50.4
"48269",49.4,50.6
"48271",59.3,40.7
"48273",50.5,49.5
"48275",49.8,50.2
"48277",47.9,52.1
"48279",50.2,49.8
"48281",50,50
"48283",58.3,41.7
"48285",48.4,51.6
"48287",50,50
"48289",49.7,50.3
"48291",49.4,50.6
"48293",51.3,48.7
"48295",50.4,49.6
"48297",55.3,44.7
"48299",49.2,50.8
"48301",55.1,44.9
"48303",49.3,50.7
"48305",51.6,48.4
"48307",54.2,45.8
"48309",48.8,51.2
"48311",53.4,46.6
"48313",56.8,43.2
"48315",48.5,51.5
"48317",52.1,47.9
"48319",53.9,46.1
"48321",49.9,50.1
"48323",49.8,50.2
"48325",51.6,48.4
"48327",54.6,45.4
"48329",50.6,49.4
"48331",49.5,50.5
"48333",48.6,51.4
"48335",60.8,39.2
"48337",48.5,51.5
"48339",49.5,50.5
"48341",52.4,47.6
"48343",47.4,52.6
"48345",53.9,46.1
"48347",48,52
"48349",49.2,50.8
"48351",51.2,48.8
"48353",51.3,48.7
"48355",49.4,50.6
"48357",50.6,49.4
"48359",52.8,47.2
"48361",49.6,50.4
"48363",49.3,50.7
"48365",49.3,50.7
"48367",49.7,50.3
"48369",51.3,48.7
"48371",56.7,43.3
"48373",54.1,45.9
"48375",51.6,48.4
"48377",48.1,51.9
"48379",50.2,49.8
"48381",49,51
"48383",51.9,48.1
"48385",44,56
"48387",47.3,52.7
"48389",56.4,43.6
"48391",48.1,51.9
"48393",48.1,51.9
"48395",48.9,51.1
"48397",49.4,50.6
"48399",50.2,49.8
"48401",53.2,46.8
"48403",47.9,52.1
"48405",47.9,52.1
"48407",49,51
"48409",50.4,49.6
"48411",51.4,48.6
"48413",50.5,49.5
"48415",54.3,45.7
"48417",53.1,46.9
"48419",49.6,50.4
"48421",52.2,47.8
"48423",48.3,51.7
"48425",50.2,49.8
"48427",48.7,51.3
"48429",51.9,48.1
"48431",55.1,44.9
"48433",48.8,51.2
"48435",54,46
"48437",54.5,45.5
"48439",48.9,51.1
"48441",48.8,51.2
"48443",47.2,52.8
"48445",51.2,48.8
"48447",45.8,54.2
"48449",49.2,50.8
"48451",49.8,50.2
"48453",50.5,49.5
"48455",48,52
"48457",54.4,45.6
"48459",49.1,50.9
"48461",52,48
"48463",49,51
"48465",51,49
"48467",49.1,50.9
"48469",48.9,51.1
"48471",58.4,41.6
"48473",49.9,50.1
"48475",49.9,50.1
"48477",49.1,50.9
"48479",49,51
"48481",49.1,50.9
"48483",51.4,48.6
"48485",52,48
"48487",48.8,51.2
"48489",54,46
"48491",49.2,50.8
"48493",50.3,49.7
"48495",51.5,48.5
"48497",50.4,49.6
"48499",49.7,50.3
"48501",51.9,48.1
"48503",48.7,51.3
"48505",49.6,50.4
"48507",51.7,48.3
"49001",51.6,48.4
"49003",51.1,48.9
"49005",50.1,49.9
"49007",50.1,49.9
"49009",56.8,43.2
"49011",50.4,49.6
"49013",51,49
"49015",51.1,48.9
"49017",50.5,49.5
"49019",51.2,48.8
"49021",49.5,50.5
"49023",50.5,49.5
"49025",50.3,49.7
"49027",51.4,48.6
"49029",51.3,48.7
"49031",54.4,45.6
"49033",47.1,52.9
"49035",50.2,49.8
"49037",49.8,50.2
"49039",52.7,47.3
"49041",51.1,48.9
"49043",51,49
"49045",50.4,49.6
"49047",50.7,49.3
"49049",50.5,49.5
"49051",51.2,48.8
"49053",49.4,50.6
"49055",51.5,48.5
"49057",50.2,49.8
"50001",49.6,50.4
"50003",48.9,51.1
"50005",50.2,49.8
"50007",49.1,50.9
"50009",50.3,49.7
"50011",49.7,50.3
"50013",49.7,50.3
"50015",50.1,49.9
"50017",49.9,50.1
"50019",50.2,49.8
"50021",49.1,50.9
"50023",49.4,50.6
"50025",48.6,51.4
"50027",49,51
"51001",48.8,51.2
"51003",47.8,52.2
"51005",48.6,51.4
"51007",50.8,49.2
"51009",48.1,51.9
"51011",48.4,51.6
"51013",50,50
"51015",51,49
"51017",51.1,48.9
"51019",49.1,50.9
"51021",55.8,44.2
"51023",49.1,50.9
"51025",53.5,46.5
"51027",50.3,49.7
"51029",54.9,45.1
"51031",48.4,51.6
"51033",49.7,50.3
"51035",50.3,49.7
"51036",48.9,51.1
"51037",49.2,50.8
"51041",48.2,51.8
"51043",50.8,49.2
"51045",46.5,53.5
"51047",50,50
"51049",49.3,50.7
"51051",50.6,49.4
"51053",49.1,50.9
"51057",45.2,54.8
"51059",49.6,50.4
"51061",49.5,50.5
"51063",50.3,49.7
"51065",45.9,54.1
"51067",49.1,50.9
"51069",49.8,50.2
"51071",49,51
"51073",48.8,51.2
"51075",49.6,50.4
"51077",51.3,48.7
"51079",48.9,51.1
"51081",63,37
"51083",48.2,51.8
"51085",49,51
"51087",47.4,52.6
"51089",48.4,51.6
"51091",48.2,51.8
"51093",49,51
"51095",48.2,51.8
"51097",50,50
"51099",50.4,49.6
"51101",48.9,51.1
"51103",46.9,53.1
"51105",52.3,47.7
"51107",49.5,50.5
"51109",49.1,50.9
"51111",51.3,48.7
"51113",48.6,51.4
"51115",49.9,50.1
"51117",48.5,51.5
"51119",48.7,51.3
"51121",51.6,48.4
"51125",48.8,51.2
"51127",50.1,49.9
"51131",48.1,51.9
"51133",48.7,51.3
"51135",54.9,45.1
"51137",49.2,50.8
"51139",49.4,50.6
"51141",49.7,50.3
"51143",49.2,50.8
"51145",53.2,46.8
"51147",49.5,50.5
"51149",54,46
"51153",50,50
"51155",50.1,49.9
"51157",50.7,49.3
"51159",54.7,45.3
"51161",48.1,51.9
"51163",49.7,50.3
"51165",49.1,50.9
"51167",49,51
"51169",50.6,49.4
"51171",49.3,50.7
"51173",49.3,50.7
"51175",51.7,48.3
"51177",49.1,50.9
"51179",50.5,49.5
"51181",48.4,51.6
"51183",59.9,40.1
"51185",49.6,50.4
"51187",49.8,50.2
"51191",49.2,50.8
"51193",49.5,50.5
"51195",52.4,47.6
"51197",48.8,51.2
"51199",49.1,50.9
"51510",48.2,51.8
"51520",47.1,52.9
"51530",42.8,57.2
"51540",48.4,51.6
"51550",48.9,51.1
"51570",46.2,53.8
"51580",47.9,52.1
"51590",46,54
"51595",45.1,54.9
"51600",48.6,51.4
"51610",48.6,51.4
"51620",44.7,55.3
"51630",45.4,54.6
"51640",47.4,52.6
"51650",48.2,51.8
"51660",48,52
"51670",46.8,53.2
"51678",56.8,43.2
"51680",46.8,53.2
"51683",50.2,49.8
"51685",52.3,47.7
"51690",44.4,55.6
"51700",48.3,51.7
"51710",52.2,47.8
"51720",46.6,53.4
"51730",45.6,54.4
"51735",49.8,50.2
"51740",48.1,51.9
"51750",47.4,52.6
"51760",47.4,52.6
"51770",47.6,52.4
"51775",46.5,53.5
"51790",45.7,54.3
"51800",48.5,51.5
"51810",49.2,50.8
"51820",48.9,51.1
"51830",46.4,53.6
"51840",49.1,50.9
"53001",50.9,49.1
"53003",48.5,51.5
"53005",50,50
"53007",50.1,49.9
"53009",49.2,50.8
"53011",49.4,50.6
"53013",48.2,51.8
"53015",49.5,50.5
"53017",50.2,49.8
"53019",50.4,49.6
"53021",51.8,48.2
"53023",51.1,48.9
"53025",50.8,49.2
"53027",51.3,48.7
"53029",50,50
"53031",48.8,51.2
"53033",50.1,49.9
"53035",51.1,48.9
"53037",50.5,49.5
"53039",50.3,49.7
"53041",50,50
"53043",50.5,49.5
"53045",51.8,48.2
"53047",50.8,49.2
"53049",50.3,49.7
"53051",50.4,49.6
"53053",49.9,50.1
"53055",48.2,51.8
"53057",49.4,50.6
"53059",50.2,49.8
"53061",50.1,49.9
"53063",49.6,50.4
"53065",49.8,50.2
"53067",48.9,51.1
"53069",47.3,52.7
"53071",51.2,48.8
"53073",49.4,50.6
"53075",51.1,48.9
"53077",50.1,49.9
"54001",49.1,50.9
"54003",49.3,50.7
"54005",49.7,50.3
"54007",50.5,49.5
"54009",49.4,50.6
"54011",48.9,51.1
"54013",48.3,51.7
"54015",49.8,50.2
"54017",55.4,44.6
"54019",50.3,49.7
"54021",58.8,41.2
"54023",49.9,50.1
"54025",48.6,51.4
"54027",50.9,49.1
"54029",48.3,51.7
"54031",51.6,48.4
"54033",48.8,51.2
"54035",49.6,50.4
"54037",49.5,50.5
"54039",48.2,51.8
"54041",50.2,49.8
"54043",49.7,50.3
"54045",49.6,50.4
"54047",51.4,48.6
"54049",49.3,50.7
"54051",49.6,50.4
"54053",48.6,51.4
"54055",47.4,52.6
"54057",50.1,49.9
"54059",48.8,51.2
"54061",51.6,48.4
"54063",49.7,50.3
"54065",49.4,50.6
"54067",49.3,50.7
"54069",48.2,51.8
"54071",51.2,48.8
"54073",54.1,45.9
"54075",51.3,48.7
"54077",51.3,48.7
"54079",49.2,50.8
"54081",50.1,49.9
"54083",51.3,48.7
"54085",49.6,50.4
"54087",49.4,50.6
"54089",46,54
"54091",50.3,49.7
"54093",50.3,49.7
"54095",49.9,50.1
"54097",49.8,50.2
"54099",48.7,51.3
"54101",49.7,50.3
"54103",48.4,51.6
"54105",50.6,49.4
"54107",48.3,51.7
"54109",49.2,50.8
"55001",53.7,46.3
"55003",50.6,49.4
"55005",49.9,50.1
"55007",50.9,49.1
"55009",49.6,50.4
"55011",50.9,49.1
"55013",51.4,48.6
"55015",50.1,49.9
"55017",51.9,48.1
"55019",50.6,49.4
"55021",51.3,48.7
"55023",52.1,47.9
"55025",49.7,50.3
"55027",52,48
"55029",49.1,50.9
"55031",50.3,49.7
"55033",50.2,49.8
"55035",49.5,50.5
"55037",52.1,47.9
"55039",49.3,50.7
"55041",50.4,49.6
"55043",51.9,48.1
"55045",49.7,50.3
"55047",50.4,49.6
"55049",50.2,49.8
"55051",50.8,49.2
"55053",53.4,46.6
"55055",50,50
"55057",53.4,46.6
"55059",49.5,50.5
"55061",50.6,49.4
"55063",48.8,51.2
"55065",50.7,49.3
"55067",50.7,49.3
"55069",50.2,49.8
"55071",49.9,50.1
"55073",50.2,49.8
"55075",50.3,49.7
"55077",51,49
"55078",50.4,49.6
"55079",48.4,51.6
"55081",50.5,49.5
"55083",51,49
"55085",50.3,49.7
"55087",49.9,50.1
"55089",49.2,50.8
"55091",50.8,49.2
"55093",49.5,50.5
"55095",50.4,49.6
"55097",50.4,49.6
"55099",50.7,49.3
"55101",49.5,50.5
"55103",50.2,49.8
"55105",49.3,50.7
"55107",50.1,49.9
"55109",50,50
"55111",49.9,50.1
"55113",51,49
"55115",49.9,50.1
"55117",50.3,49.7
"55119",51,49
"55121",50.8,49.2
"55123",50.3,49.7
"55125",50.7,49.3
"55127",49.9,50.1
"55129",49.8,50.2
"55131",49.6,50.4
"55133",49.2,50.8
"55135",51.2,48.8
"55137",52.7,47.3
"55139",50.4,49.6
"55141",49.2,50.8
"56001",51.9,48.1
"56003",51.1,48.9
"56005",50.8,49.2
"56007",53.6,46.4
"56009",51.5,48.5
"56011",50.1,49.9
"56013",50.3,49.7
"56015",50.9,49.1
"56017",50.2,49.8
"56019",52.3,47.7
"56021",50.7,49.3
"56023",50.9,49.1
"56025",50.2,49.8
"56027",45,55
"56029",49.2,50.8
"56031",52.8,47.2
"56033",49.8,50.2
"56035",55.4,44.6
"56037",51.6,48.4
"56039",52.9,47.1
"56041",50.8,49.2
"56043",50.6,49.4
"56045",52.8,47.2
"72001",49.8,50.2
"72003",48.9,51.1
"72005",48.4,51.6
"72007",48.5,51.5
"72009",48,52
"72011",48.3,51.7
"72013",47.8,52.2
"72015",46.8,53.2
"72017",47.4,52.6
"72019",49.2,50.8
"72021",47.1,52.9
"72023",47.4,52.6
"72025",46.5,53.5
"72027",47.8,52.2
"72029",48.2,51.8
"72031",45.7,54.3
"72033",47.2,52.8
"72035",48,52
"72037",47.4,52.6
"72039",48.6,51.4
"72041",48.4,51.6
"72043",48.5,51.5
"72045",49.5,50.5
"72047",48.4,51.6
"72049",51,49
"72051",47.6,52.4
"72053",46.6,53.4
"72054",48.1,51.9
"72055",48.2,51.8
"72057",49.6,50.4
"72059",47.6,52.4
"72061",47.1,52.9
"72063",47.2,52.8
"72065",48,52
"72067",46,54
"72069",47.2,52.8
"72071",48.6,51.4
"72073",49.4,50.6
"72075",47.5,52.5
"72077",47.6,52.4
"72079",48.6,51.4
"72081",49.2,50.8
"72083",49.9,50.1
"72085",48.1,51.9
"72087",46.6,53.4
"72089",46.9,53.1
"72091",47.1,52.9
"72093",49.6,50.4
"72095",48.6,51.4
"72097",47.7,52.3
"72099",48.8,51.2
"72101",49.6,50.4
"72103",46.8,53.2
"72105",49.1,50.9
"72107",50,50
"72109",48.7,51.3
"72111",48.5,51.5
"72113",48,52
"72115",48.2,51.8
"72117",48.3,51.7
"72119",48.1,51.9
"72121",47,53
"72123",48.3,51.7
"72125",48.6,51.4
"72127",45.7,54.3
"72129",48.6,51.4
"72131",48.6,51.4
"72133",48.2,51.8
"72135",48,52
"72137",46.8,53.2
"72139",47,53
"72141",48.5,51.5
"72143",47.9,52.1
"72145",47.8,52.2
"72147",49.5,50.5
"72149",48.5,51.5
"72151",48.4,51.6
"72153",47.9,52.1
